"V1"	"encriptado"	"seg_gol"	"p3 pensando en su cuenta empresa, en general, con escala 1 a 7, donde 1 = muy insatisfecho y 7 = muy satisfecho, ¿cuán satisfecho está usted con entel?"	"p4 ¿por qué evalúa con esa nota?"	"periodo"
"5987"	1099	"7XK4ZcEDV7bi"	"MP"	"7"	"HEMOS TENIDO UN BUEN SERVICIO, SIEMPRE ESTÁN PREOCUPADOS , LLAMAN ENVÍAN CORREOS. BUEN SERVICIO COMO ATENCIÓN AL CLIENTE"	"2019_q2"
"5988"	1100	"QDZEIoMg2Zpj"	"Mas"	"5"	"PORQUE SE ME CAE MUCHAS VECES EL INTERNET Y SE PONE MUY LENTA LA RED."	"2019_q2"
"5989"	1101	"viffbc3eWls6"	"AP"	"6"	"PORQUE DE REPENTE TIENEN ALGUNOS DETALLES, POR TEMAS COMO DE SEÑAL PERO ES MUY POCO LA VERDAD, NO SIEMPRE EL SERVICIO  ME DA UN CIEN POR CIENTO DE SATISFACCIÓN, Y POR LOS PRECIOS TAMBIÉN SON MUY ALTOS."	"2019_q2"
"5990"	1102	"D19ZhprdmeMi"	"MV"	"1"	"PORQUE SON CAROS EN COSTOS DEL SERVICIO, NO HEMOS TENIDO BUENA SEÑAL EN ESTOS ÚLTIMOS MESES Y NO HAY DISPONIBILIDAD DE RENOVACIÓN DE EQUIPOS ETC."	"2019_q2"
"5991"	1103	"bwmHCtdi8JLU"	"AV"	"6"	"POR ALGUNOS PROBLEMAS EN FACTURACIONES, SOLO ESO."	"2019_q2"
"5992"	1104	"ASpWuTutuWhi"	"Mas"	"7"	"PORQUE CUANDO LO HE SOLICITADO HAN RESPONDIDO APROPIADAMENTE MIS SERVICIOS DE VENTA."	"2019_q2"
"5993"	1105	"SiyVmSkMlpj5"	"MP"	"5"	"PORQUE  ME ACABAN DE REALIZAR UN SERVICIO TÉCNICO DE UN TRASLADO Y QUEDO  MAL HECHO, Y QUEDO SIN PODER TENER TRANSBACK, Y CON ELLO MIS CLIENTES NO PUEDEN PAGAR, YA HACE TRES DÍAS YA, POR QUE LA EMPRESA NO HA IDO HACER LA REPARACIÓN, DEL SERVICIO TÉCNICO SOLICITADO, LO QUE A MÍ ME SIGNIFICA SIN INGRESOS POR 3 DÍAS."	"2019_q2"
"5994"	1106	"fIrsmXYsHWsZ"	"Mas"	"5"	"PORQUE ES UNA COMPAÑÍA COMO CUALQUIER OTRA, SON TODAS MALAS. RESPONDEN TARDE CUANDO UNO TIENE UN PROBLEMA CON EL INTERNET, NUNCA LLEGA LA SEÑAL QUE DICEN QUE LLEGA, LOS TELÉFONOS FALLAN, COMO TODAS LAS COMPAÑÍAS DE TELÉFONO QUE SON CARAS PARA EL SERVICIO QUE OFRECEN, CHILE TIENE UN PLAN  SERVICIO DE INTERNET, TELEFONÍA  EN SUDAMÉRICA Y ES LA MÁS CARA."	"2019_q2"
"5995"	1107	"Lee4WXcZ6SwA"	"MV"	"7"	"PORQUE NO HEMOS TENIDO PROBLEMA, EN NINGUNA DE LOS TRES Y CUANDO LO HEMOS TENIDO LO SOLUCIONAN."	"2019_q2"
"5996"	1108	"gBdXc2RMHl5T"	"AV"	"6"	"PORQUE HEMOS TENIDO UN PAR DE PROBLEMAS QUE HA HABIDO CON LA BANDA ANCHA, SE NOS HA CAÍDO Y HEMOS ESTADO SIN SERVICIO, SE HA CORTADO, PROBLEMA DE ENTEL."	"2019_q2"
"5997"	1109	"tPzVOZdgRzjO"	"AV"	"7"	"PORQUE NO HEMOS TENIDO PROBLEMAS CON EL SERVICIO, ESTÁ TODO MUY BIEN Y CUANDO HAY PROBLEMAS ME CONTACTA RÁPIDAMENTE."	"2019_q2"
"5998"	1110	"tta9ceeIJ0zq"	"Mas"	"5"	"DEMORAS EN ATENDER RECLAMOS DE INTERRUPCIÓN DE SERVICIOS, QUE NO HAY INTERNET."	"2019_q2"
"5999"	1111	"HY62U9hOFt3x"	"Mas"	"7"	"NO HEMOS TENIDO PROBLEMAS CON EL SERVICIO, TODO A ESTADO BIEN. NINGÚN TIPO DE PROBLEMA HA SIDO SATISFACTORIO EL SERVICIO."	"2019_q2"
"6000"	1112	"tpkCfZ9CULx9"	"MP"	"7"	"PORQUE NUNCA HAY PROBLEMAS DE CONEXIÓN, LA SEÑAL ES LO MÁS IMPORTANTE ENTONCES SIEMPRE HAY."	"2019_q2"
"6001"	1113	"W2oXkcBSnjrz"	"AP"	"5"	"PORQUE NO ME AVISAN DE NINGUNA OFERTA O SERVICIO ADICIONAL, PORQUE NO TENGO CONEXIÓN DE FILBACK, SOLO ESO"	"2019_q2"
"6002"	1114	"wt1Pky4CGGki"	"Mas"	"6"	"PORQUE ME ES BASTANTE BUENO MUY BUENO, CUMPLE LAS NECESIDADES QUE TIENE LA EMPRESA.(NO DA MAS INFORMACIÓN)"	"2019_q2"
"6003"	1115	"28m4dTx5dclw"	"AP"	"7"	"PORQUE NO TENGO PROBLEMAS DE CONECTIVIDAD, NI DE COMUNICACIÓN, NI DE SEÑAL TELEFÓNICA; SEÑAL COBERTURA NO TENGO PROBLEMAS NI DE SEÑAL NI DE COBERTURA"	"2019_q2"
"6004"	1116	"lKYXVGZYm3Bo"	"Mas"	"6"	"QUE A VECES CUESTA COMUNICARSE EN LA PARTE DE SERVICIO TÉCNICO, PERO ES SOLO ESO; SOLAMENTE ESO."	"2019_q2"
"6005"	1117	"KZj6NSmj5wTs"	"Mas"	"6"	"PORQUE BUEN SERVICIO, SIEMPRE HA SIDO BUENO EN CUANTO A LA CALIDAD ATENTA, LAS FACTURAS LLEGAN ORDENADAS, EL PRECIO TAMBIÉN ES ADECUADO."	"2019_q2"
"6006"	1118	"ForBquYVU2EA"	"AP"	"5"	"PORQUE HEMOS TENIDO IRREGULARIDAD EN ALGUNAS OCASIONES CON EL SERVICIO, A VECES HA SIDO INTERMITENTE EL SERVICIO AUNQUE LA CAPACIDAD DE RESPUESTA PARA ALGÚN RECLAMO O REQUERIMIENTO ES RÁPIDA HEMOS TENIDO ALGUNAS DIFICULTADES CON EL SUMINISTRO DEL SERVICIO DE INTERNET"	"2019_q2"
"6007"	1119	"fsx71qNWQ350"	"Mas"	"7"	"PORQUE NO HE TENIDO PROBLEMAS Y CUANDO LOS HE TENIDO ME LO HAN SOLUCIONADO BIEN, EN CONEXIÓN, EN LLAMADAS."	"2019_q2"
"6008"	1120	"peQzbhzv77d1"	"Mas"	"7"	"PORQUE POR LO FINAL TENGO POR SIEMPRE CONTINUADO EL SERVICIO, MÁS QUE NADA ESO, EN INTERNET Y TELEFONÍA."	"2019_q2"
"6009"	1121	"bDzoWgHbnCNb"	"AV"	"7"	"PORQUE SENCILLAMENTE NO HEMOS TENIDO PROBLEMAS CON EL SERVICIO, EN LO QUE UNO ESPERA EN LA BUENA SEÑAL Y ESTABILIDAD DE SERVICIO"	"2019_q2"
"6010"	1122	"SPMEg3gPY62B"	"AV"	"7"	"EL SERVICIO HASTA EL MOMENTO HA FUNCIONADO BIEN,EL SERVICIO EN GENERAL EL INTERNET EL ENVÍO DE DATOS."	"2019_q2"
"6011"	1123	"xQopfQc0fv7b"	"AV"	"7"	"PORQUE EN REALIDAD NUNCA HEMOS TENIDO INCONVENIENTES Y SOLUCIONAN BASTANTE RÁPIDO TODO, POR EL TEMA DEL SERVICIO DE INTERNET NOSOTROS COMO EMPRESA TRABAJAMOS OBVIAMENTE CON EL INTERNET ENTONCES POR LO MENOS DAN AL TIRO UNA SOLUCIÓN."	"2019_q2"
"6012"	1124	"G78HW4MpuGor"	"AP"	"7"	"PORQUE HE SOLUCIONADO TODA LAS NECESIDADES HASTA AHORA Y EL TRATO PERSONAL QUE HAY EN DÍA LO QUE PASA ES QUE CUANDO TENEMOS UN PROBLEMA NOS LLAMAN OTRAS PERSONA DISTINTA PARA SOLUCIONAR LOS PROBLEMAS QUE TENGAMOS EN EL MINUTO"	"2019_q2"
"6013"	1125	"OQ22NH79JEj1"	"MV"	"6"	"PORQUE SIEMPRE SE PUEDE MEJORAR, A QUE DE REPENTE TIENE CAÍDAS. (NO DA MÁS INFORMACIÓN)"	"2019_q2"
"6014"	1126	"mAA3TnrRCpIa"	"AV"	"6"	"PORQUE ALGUNAS VECES DE DEMORA EN CONTESTAR O SOLUCIONAR LO QUE UNO SOLCITA"	"2019_q2"
"6015"	1127	"d7dbswngRMms"	"AV"	"7"	"POR RAPIDEZ EN CUANDO UNO REQUIERE INFORMACIÓN, LOS REQUERIMIENTOS QUE LE HACEMOS NOSOTROS COMO EMPRESA."	"2019_q2"
"6016"	1128	"ZRMuO3Wytdet"	"MV"	"2"	"LO QUE PASA ES QUE HEMOS TENIDO BASTANTES PROBLEMAS CON LA TELEFONÍA, Y TODAVÍA NO LO SOLUCIONAN, YA LLEVAMOS MAS DE MITAD DE AÑO, Y MUCHO MAS, Y NO HAN DADO UNA RESPUESTA, CORTES DE LLAMADAS"	"2019_q2"
"6017"	1129	"sDw4rnB4Hrck"	"Mas"	"7"	"PORQUE SIEMPRE HE TENIDO BUENAS RESPUESTAS, HEMOS CAMBIADO DE EQUIPOS, HEMOS HECHO TODO VÍA INTERNET O SEA FUE UN MÍNIMO DE PERDIDA DE TIEMPO ASÍ QUE HA SIDO EFICIENTE, BUENO CON ENTEL TENEMOS MUY BUENA COMUNICACIÓN EN CALIDAD EN TODA PARTE DEL PAÍS A DONDE HEMOS TENIDO QUE ESTAR ASÍ QUE HA SIDO UNA BUENA COMPAÑIA."	"2019_q2"
"6018"	1130	"1uuVjBs7jYm1"	"AV"	"6"	"PORQUE HASTA EL MOMENTO NO TENGO PROBLEMAS MAYORES CON ELLOS, EL SERVICIO NO ES IDEAL PORQUE LA CAPACIDAD EN EL SERVICIO DE INTERNET ES ALGO INESTABLE EN CIERTAS TEMPORADAS, PERO PODRÍA SER PEOR PORQUE ANTES ERA PEOR POR ESO UN 6. EN LA SECUENCIA DE LA SEÑAL QUE SE PIERDE, ES QUE LO QUE PASA ES QUE EN EL SECTOR EN DONDE ESTAMOS UBICADOS NUESTRO SECTOR ES DE MUY BUENA FACTIBILIDAD TÉCNICA Y POR LO MISMO LA SEÑAL QUE TENEMOS ES BUENA, PERO CUANDO HAY TEMPERATURAS EXTREMAS COMO MUCHO CALOR O MUCHO FRIO SUFRIMOS PROBLEMAS DE INTERMITENCIA EN LA SEÑAL."	"2019_q2"
"6019"	1131	"Sbkv6XSVnq77"	"MP"	"7"	"PORQUE EN GENERAL FUNCIONA TODO BIEN, NO TENGO MAYOR PROBLEMAS CON ELLOS, EL INTERNET NO SE CAE, QUE EL TELÉFONO ESTÁ DISPONIBLE, QUE EL INTERNET ME ANDA RÁPIDO."	"2019_q2"
"6020"	1132	"Wnz7yng0ycdP"	"AV"	"7"	"PORQUE SIEMPRE HE TENIDO BUENA CONEXIÓN CON LA PERSONA QUE ME ATIENDE, CON LA POST VENTA, SIEMPRE HA SIDO MUY EFECTIVA ESA CHICA, SIEMPRE QUE HE TENIDO UN PROBLEMA LO SOLUCIONAN DENTRO DE LAS 24  HORAS, PROBLEMAS DE CONEXIÓN, QUE NOS SACARON, TUVIERON QUE IR A CALDERA Y LO SOLUCIONARON RAPIDAMENTE."	"2019_q2"
"6021"	1133	"NEAT09utSSns"	"AP"	"6"	"NO DOY UN SIETE MÁS QUE NADA POR UN TEMA DE QUE NO TENEMOS OTRA ALTERNATIVA, SON BUENOS EN LA CONECTIVIDAD DEL INTERNET."	"2019_q2"
"6022"	1134	"O0PvLZhYy4xb"	"AP"	"7"	"PORQUE TODOS MIS REQUERIMIENTOS QUE YO HAGO SÚPER RÁPIDO, MUY BUENA DISPOSICIÓN DE CADA EJECUTIVO, EN QUE ES RÁPIDO DARME LA INFORMACIÓN."	"2019_q2"
"6023"	1135	"ylTS0xbnUrTF"	"Mas"	"5"	"PORQUE LO QUE PASA ES QUE YO LO LLEVE PARA PEDIRLE EN ALGÚN MOMENTO PARA QUE ME DIERA INFORMACIÓN EN CUANTO AL ROUTER A LOS APARATOS QUE NOS INSTALARON Y NO ME LA PUDIERON DAR, DIJERON QUE POR POLÍTICAS NO LA ENTREGABA ENTONCES ESO HACE QUE YO NO ESTE COMPLETAMENTE CONFORME CON EL SERVICIO, PERO LA CONEXIÓN A INTERNET FUNCIONA BIEN EN LA OFICINA ESPECÍFICAMENTE EN QUE NO TENEMOS PROBLEMAS EN GENERAL MAS ALLÁ DE CORTES OCASIONALES, YA QUE TENEMOS UNA CONEXIÓN DE FIBRA Y EL INTERNET FUNCIONA A UNA VELOCIDAD ADECUADA PARA EL NIVEL DE CARGA QUE LE DAMOS CON LA CANTIDAD DE USUARIOS QUE TENEMOS."	"2019_q2"
"6024"	1136	"NpFQe67Zusfs"	"MP"	"5"	"PORQUE HEMOS TENIDO ALGUNOS PROBLEMAS DE CONECTIVIDAD."	"2019_q2"
"6025"	1137	"plZzKflbKuYh"	"Mas"	"7"	"PORQUE NO ME HA DADO NINGÚN PROBLEMA , EN NADA"	"2019_q2"
"6026"	1138	"rmgECqmotUAG"	"Mas"	"1"	"PORQUE ES PÉSIMO EL SERVICIO QUE ENTREGAN TIENE QUE SE LO QUE ELLOS DIGAN, EN TODO EL SERVICIO COMPLETO ES MALO TODO EL SERVICIO."	"2019_q2"
"6027"	1139	"95Bficgq6iCt"	"AV"	"7"	"PORQUE CADA VEZ QUE HE TENIDO UN REQUERIMIENTO ME CONTESTAN AL TIRO, EL SERVICIO FUNCIONA BIEN, HA MEJORADO LOS PLANES CUANDO LO HE NECESITADO, EL INTERNET ES RÁPIDO, LLAMO A LOS CELULARES NO HAY NINGÚN PROBLEMA,  TENGO RED."	"2019_q2"
"6028"	1140	"AJuWAgbV3ph9"	"AV"	"6"	"ES BUENO EL SERVICIO, ES DECIR QUE NO HAYAN CORTES, QUE EL INTERNET NO SEA INTERMITENTE, ES DECIR TODO LO QUE SE REQUIERE Y QUE SEA UN BUEN SERVICIO."	"2019_q2"
"6029"	1141	"wWWrnRqq6Iru"	"MV"	"6"	"ES BIEN, ESTABLE, SI HAY UN PROBLEMA SE SOLUCIONA, HUBO UN PROBLEMA CON LA CONTABILIDAD DE UNOS PAGOS, PERO FUE RESUELTO, LO REGISTRARON MAL EN ENTEL"	"2019_q2"
"6030"	1142	"NlTEgAC97Mpv"	"Mas"	"5"	"PORQUE CREO QUE ENTREGAN UN BUEN SERVICIO PERO NO ME ESTÁN PROACTIVAMENTE LLAMANDO PARA MEJORAR MIS CONDICIONES DEL SERVICIO QUE ESTOY TENIENDO. EL SERVICIO DE TELEFONÍA ES BUENO, ES SERVICIO DE INTERNET ES BUENO. EL SERVICIO DE TELEFONÍA FIJO ES PARA HABLAR POR TELÉFONO, ES UN SERVICIO QUE ES BUENO QUE ME ESTÁN PRESTANDO."	"2019_q2"
"6031"	1143	"iKAedGmtWMuN"	"Mas"	"7"	"EL SERVICIO QUE NOS HAN PRESTADO HA SIDO EFICIENTE EN SU TOTALIDAD EN SU SERVICIO PRACTICO Y LA POST VENTA ,NO HEMOS TENIDO NINGÚN PROBLEMA HASTA EL MOMENTO."	"2019_q2"
"6032"	1144	"WVwOMDppYJG6"	"Mas"	"6"	"PORQUE ES BUENA, EN VELOCIDAD."	"2019_q2"
"6033"	1145	"4geq0jPeqLLP"	"AP"	"7"	"EL SERVICIO FUNCIONA MUY BIEN EL INTERNET ES RAPIDO LA CONEXION NUNCA SE CAE LA LINEA TELEFONICA SIEMPRE ESTA ACTIVA Y ES LO QUE UTILIZAMOS."	"2019_q2"
"6034"	1146	"ohuaWUZsRnQW"	"MP"	"4"	"PORQUE NO TIENE BUENA SEÑAL EL INTERNET."	"2019_q2"
"6035"	1147	"I8gBke2avhTt"	"Mas"	"7"	"HE TENIDO CREO QUE UNA O DOS VECES UN PROBLEMA Y CUANDO HE PEDIDO QUE VAYAN AL LOCAL A VISITAR, HAN IDO ENSEGUIDA, ME HAN SOLUCIONADO PARA EL MISMO DÍA, TENGO BUEN VALOR DEL PLAN Y SIEMPRE HE TENIDO BUENA ATENCIÓN EN EL CALL CENTER."	"2019_q2"
"6036"	1148	"bSw2p0lAzUKb"	"AV"	"6"	"POR QUE HA ESTADO BUENO EL SERVICIO EN LAS 3 ÁREAS ES DECIR INTERNET BANDA ANCHA,TELEFONÍA FIJA Y TRASMISIÓN DE DATOS ESPECÍFICAMENTE EN QUE NO HEMOS TENIDO GRANDES CORTES Y EL SERVICIO ESTA ACTIVO CASI TODO EL TIEMPO ADEMAS EL ENLACE HA ESTADO AL 98% ACTIVO."	"2019_q2"
"6037"	1149	"vt4tP3ifSLDN"	"AP"	"5"	"PORQUE TENGO QUE YO ESTARLE PIDIENDO UNA REBAJA EN LOS COSTOS DE LOS PLANES, QUE ES LO QUE TIENEN PLANES MÁS BARATOS SIN SER AUTOMÁTICOS, EN TELEFONÍA MÓVIL. POR LA CALIDAD DE LOS EJECUTIVOS, LA COMUNICACIÓN."	"2019_q2"
"6038"	1150	"lPp6g1auOsrk"	"AP"	"6"	"PORQUE A VECES SE PIERDE LA SEÑAL EN ALGUNAS PARTES, SE HA CAÍDO LA INTERNET."	"2019_q2"
"6039"	1151	"JBZzWSn9zw6B"	"MP"	"7"	"POR SUS SERVICIOS Y NO HEMOS TENIDO INCONVENIENTES, NO NOS HEMOS QUEDADO SIN TELÉFONO SIN SEÑAL NADA DE ESO Y SI HEMOS TENIDO ALGÚN INCONVENIENTE HEMOS SOLUCIONADO RÁPIDAMENTE."	"2019_q2"
"6040"	1152	"0OUD6uYkdBBZ"	"MP"	"5"	"PORQUE ES UN SERVICIO BUENO PERO MEJORABLE EN CUANTO A QUE EL PRECIO TODAVÍA ES MUY ALTO, LAS TARIFAS. EL SERVICIO ES BUENO PERO EL PRECIO NO ES TAN BUENO, SIENTO QUE ESTOY PAGANDO MUCHO. YO TENGO UNA CONEXIÓN DE BANDA ANCHA DE TRANSMISIÓN DE DATOS, POR MI EMPRESA NECESITO TENERLA CIEN POR CIENTO OPERATIVA LAS VEINTICUATRO HORAS DEL DÍA Y EN ESO NO HE TENIDO PROBLEMA."	"2019_q2"
"6041"	1153	"bGJJhXRUWTA8"	"AV"	"7"	"PORQUE ME HAN ATENDIDO BIEN EN LOS PRECIOS, LOS CASOS QUE HE GENERADO ME LOS HAN ATENDIDO."	"2019_q2"
"6042"	1154	"yeD7orTmAxqZ"	"AV"	"5"	"PORQUE  HEMOS TENIDO PROBLEMAS CON LOS ENLACES DE ENTEL,  TENEMOS QUE HACER TRASLADO DE SERVICIO Y SE DEMORARON MUCHO MAS DE PRESUPUESTADO"	"2019_q2"
"6043"	1155	"Ykz2KLOFGAZy"	"AV"	"2"	"PORQUE EL SERVICIO DE POST-VENTA ES PÉSIMO, INTERNET PERSONALIZADO ES A TRAVÉS DE UN CALL CENTER Y NUNCA TE DAN LA SOLUCIÓN, YO ESTUVE BASTANTE EN MEJORAMIENTO DE PLAN Y TODO ESO MAS DE UN AÑO Y NO ME HAN DADO RESPUESTA. SOLICITUD DE UN SISTEMA DE FIREWALL QUE QUIERO ELIMINAR Y NO LO PUEDO HACER, PORQUE HAY UN CONTRATO DE DOS AÑOS, SI UNA PERSONA OFRECE ALGO CON CORREO O CON ANTECEDENTES MALOS, SE LO ENVÍA Y AÚN ASÍ NO ME PUEDE DESCONECTAR DEL SERVICIO, TENGO QUE ESPERAR QUE TERMINE EL CONTRATO Y SI LO CORRESPONDE."	"2019_q2"
"6044"	1156	"MzYIGtMH4tdT"	"AP"	"6"	"POR QUE HAN HABIDO ALGUNO DETALLES EN EL SERVICIO ESPECÍFICAMENTE EN CALIDAD DEL SERVICIO YA QUE A RATOS NO HAY CONEXIÓN."	"2019_q2"
"6045"	1157	"PAUad6pfiUn1"	"AV"	"7"	"PORQUE ME ENTREGAN BUEN SERVICIO Y EL SOPORTE ES SÚPER BUENO AHORA. CASI NADA DE FALLAS."	"2019_q2"
"6046"	1158	"OzV3pT60ZiOX"	"Mas"	"5"	"POR QUE HAY VECES QUE EL SERVICIO DE INTERNET ESTA LENTO, CUESTA COMUNICARSE CON LA OPERADORA."	"2019_q2"
"6047"	1159	"fiiIqvSL5oh8"	"AV"	"6"	"PORQUE NOS RESPONDEN RÁPIDAMENTE A NUESTROS REQUERIMIENTOS EN GENERAL; CUANDO SOLICITAMOS ALGUNA CONTRATACIÓN O ALGUNA BAJA DE LÍNEA; PRINCIPALMENTE ÉSO, ES RÁPIDO AL CONTRATAR AL MOMENTO DE CONTRATAR O DAR DE BAJA."	"2019_q2"
"6048"	1160	"bQA6tBMze7HW"	"Mas"	"4"	"PORQUE TENEMOS REITERADAS CAÍDAS EN EL SISTEMA EN CUANTO AL SERVICIO"	"2019_q2"
"6049"	1161	"7IQkx5UJOhPS"	"Mas"	"6"	"POR QUE A VECES NO HAY RED DE REPENTE, POR ESO NO UN SIETE POR LO ÚNICO. DE REPENTE NO TENGO INTERNET, LA SEÑAL ES MALA, DE REPENTE NO HAY INTERNET."	"2019_q2"
"6050"	1162	"PwRhi1eECNnB"	"MV"	"7"	"NO HEMOS TENIDO NINGÚN PROBLEMA, EN LA TELEFONÍA NI EN EL INTERNET."	"2019_q2"
"6051"	1163	"2oz03qwKtn6G"	"Mas"	"7"	"NO HE TENIDO PROBLEMAS DE DES CONEXIÓN NI NADA O SI A HABIDO DES CONEXIÓN YO NO LO HE NOTADO NO HE TENIDO PROBLEMAS."	"2019_q2"
"6052"	1164	"DUUIppbcaZck"	"Mas"	"5"	"PORQUE LA VELOCIDAD NO ES LA QUE NECESITO, TENGO MUY POCA VELOCIDAD."	"2019_q2"
"6053"	1165	"Vo0TrJv4MUew"	"AP"	"6"	"PORQUE EN GENERAL, HA SIDO UN SERVICIO BASTANTE ESTABLE; NO HEMOS TENIDO PROBLEMAS Y, CUANDO HEMOS NECESITADO ASISTENCIA TÉCNICA, HA SIDO TAMBIÉN BASTANTE DILIGENTE, ASÍ QUE, NO HEMOS TENIDO NINGÚN PROBLEMA Y LA PARTE COMERCIAL TAMBIÉN. ENTONCES, DILIGENTE, EN QUE POR EJEMPLO, SI HEMOS TENIDO ALGÚN PROBLEMA DE REPENTE SE HA CAÍDO LA RED, UNO LLAMA DE FORMA INMEDIATA, TE ATIENDEN Y HAN MANDADO PERSONAS Y SE HAN DADO POR OTROS MOTIVOS QUE NO CORRESPONDEN A ELLOS NI A NOSOTROS Y, EN GENERAL, ANTES DE 24 HORAS ALGÚN PROBLEMA O DUDAS QUE TÚ TENGAS TE LA SOLUCIONAN. TAMBIÉN, EN LA PARTE COMERCIAL, NOSOTROS POR EJEMPLO TENEMOS EJECUTIVO ASIGNADO PARA EL ÁREA FIJA, TENEMOS TELÉFONOS QUE ELLOS NOS CONTESTAN EN FORMA INMEDIATA. POR OTRA PARTE, EN EL SERVICIO FIJO NOSOTROS NINGÚN PROBLEMA, DE HECHO, AYER HICE UN LLAMADO PARA ACLARAR UN ASUNTO COMERCIAL Y FUE ACLARADO DE FORMA INMEDIATA."	"2019_q2"
"6054"	1166	"NbfKIW7roF1s"	"AP"	"5"	"MAS QUE NADA CONECTIVIDAD NOSOTROS ANDAMOS MUCHO EN FAENA Y HAY SECTORES DONDE SE PIERDE LA CONECTIVIDAD"	"2019_q2"
"6055"	1167	"cKvi5oT755Ab"	"MV"	"5"	"PORQUE EL SERVICIO NO ES PARTICULARMENTE MALO PERO TAMPOCO ES UN LUJO, PERO CON EL TEMA DE FACTURACIÓN Y EL COBRO ES UN DESASTRE, PORQUE ME COBRAN SERVIOS QUE NO ME HAN DADO."	"2019_q2"
"6056"	1168	"bbJO9SM0Trp6"	"MV"	"4"	"TEMAS DE SOPORTE Y DE MANEJO DE FALLAS Y SOLICITUDES MAS QUE TODO EN POST VENTA EN EL SERVICIO FIJO DE INTERNET."	"2019_q2"
"6057"	1169	"Xk8LXKb9HoDo"	"MV"	"5"	"MAS QUE TODO HA SIDO CON LA PARTE DE TELEFONÍA MÓVIL, PERO HEMOS TENIDO INCONVENIENTES CON LA FACTURA, Y TIENEN LA TARIFA MAS ALTA DEL MERCADO; HAN DISTRIBUIDO COBROS A SU CONVENIENCIA SIN NOTIFICAR ANTES."	"2019_q2"
"6058"	1170	"AebpIvdNPp52"	"MP"	"7"	"PORQUE TIENE BUEN SERVICIO, NO SE CAE NUNCA EL INTERNET, NO SE CAE NUNCA EL SERVICIO, NO TENGO PROBLEMAS CON EL SERVICIO, ES CONSTANTE, ES CONTINUO, A LOS DOS SERVICIOS."	"2019_q2"
"6059"	1171	"ddJSqkwdPuam"	"MP"	"7"	"ES QUE ES RÁPIDO EN LA SOLUCIÓN RÁPIDA DE RESPUESTAS, CON RESPECTO A OTRAS COMPAÑÍAS COMO MOVISTAR, EN EL INTERNET PARA LAS RESPUESTAS; LA APP QUE IGUAL ES RÁPIDA PORQUE SOLUCIONA A LAS CONSULTAS QUE TÚ TIENES."	"2019_q2"
"6060"	1172	"EANsLQv6s97J"	"AV"	"2"	"PORQUE PÉSIMO EL SERVICIO DE ENTEL NO HEMOS TENIDO REPUESTA, HEMOS SOLICITADO PROBLEMAS CON EL EJECUTIVO, LE HEMOS SOLICITADO CAMBIOS EN LOS PRODUCTOS AL EJECUTIVO NO NOS CONTESTAN, DE HECHO ESTAMOS EN PROCESO DE CERRAR TODOS LOS CONTRATOS CON ENTEL"	"2019_q2"
"6061"	1173	"STDIY9RvSFPZ"	"MV"	"5"	"EL SERVICIO SE CAE HASTA CIERTO TIEMPO, EL MAL SERVICIO DE LOS CLIENTES DE POST-VENTA, CADA CIERTO TIEMPO SE CORTA EL SERVICIO DE ENTEL SIN NINGUNA DUDA, MALA INFORMACIÓN DE LOS PRODUCTOS QUE OFRECE ENTEL, POR EJEMPLO; CUANDO UNO QUIERE VER OTRAS POSIBILIDADES, NO SE PERMITE EL CONOCIMIENTO DE LA, OFERTA Y MAS QUE , ENTEL ENTREGA LA INFORMACIÓN DESACUERDO A LO QUE UNO REQUIERE, ÓSEA UNO NO PUEDE VER ABIERTAMENTE CUALES SON LAS DISTINTAS OFERTAS QUE TIENE ENTEL PARA LAS SOLUCIONES DE NUESTRA EMPRESA."	"2019_q2"
"6062"	1174	"UY9PrHqNzOH2"	"MV"	"7"	"RAPIDEZ DEL SERVICIO ES DECIR EL SERVICIO NO PIERDO CONECTIVIDAD NUNCA."	"2019_q2"
"6063"	1175	"hsicBJW11hEl"	"MP"	"6"	"PORQUE NO TENEMOS PROBLEMAS CON EL SERVICIO, LAS FACTURAS LLEGAN A TIEMPO, SE PUEDEN SACAR DEL PORTAL Y TENEMOS EJECUTIVO TAMBIÉN, ASÍ QUE NO HEMOS TENIDO GRANDES PROBLEMAS."	"2019_q2"
"6064"	1176	"mw5f94vVJrbo"	"MP"	"6"	"PORQUE A VECES ESTÁ UN POCO LENTO; NO CUBRE TODA LA EMPRESA, HAY UNOS PUNTOS CIEGOS."	"2019_q2"
"6065"	1177	"hbYtZjOZGZe1"	"AV"	"7"	"PORQUE ES LA ÚNICA EMPRESA QUE TIENE COBERTURA EN LA ZONA DONDE ESTÁ UBICADA NUESTRA EMPRESA Y NOS HA DADO MUY BUEN RESULTADO EN EL TIPO DE INSTALACIÓN QUE ESTOY EN EL SERVICIO QUE NOS PRESTA."	"2019_q2"
"6066"	1178	"4EnvPX3pS2lK"	"AP"	"7"	"PORQUE ESTOY SATISFECHO, CON EL SERVICIO QUE BRINDA ENTEL."	"2019_q2"
"6067"	1179	"uFU7oVnUC6LQ"	"MV"	"6"	"ES MUY RELATIVO CON EL TRANSCURSO DEL TIEMPO,  CON EL EJECUTIVO Y ACERCA DE ESE TEMA."	"2019_q2"
"6068"	1180	"cbxmUSNqAfHP"	"Mas"	"7"	"PORQUE ME PRESTA UN BUEN SERVICIO, NO SE CORTA."	"2019_q2"
