encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Ciudad_comuna	Cargo
IyhV3Qgna3B7	GGEE	AV	Santiago	Mujer	6	PORQUE SIEMPRE HAY COSAS QUE SE PUEDEN MEJORAR PERO EN GENERAL PRECIO CALIDAD MUY BIEN NO SON CASOS COMO SUPER PUNTUALES NADA COMO GRAVE DIGAMOS	Faltan cosas por mejorar / no es perfecta,Precios altos / es caro / alzas de precio	SANTIAGO LAS CONDES	NA
tbFA2y0wW3qm	MICRO	Mas	Santiago	Hombre	7	NUNCA TENGO PROBLEMAS ESO ES BUENO LA SEÑAL ES BUENA LA CONECTIVIDAD ES BUENA CUANDO SE CORTA EL WIFI EN LA CASA PUEDO CONTINUAR CON LA CARGA DE DATOS MOVILIES USANDO EL INTERNET	Funciona bien /sin problemas,Buena señal / no hay caídas de la señal / señal nítida,Buena conectividad	ÑUÑOA	NA
ieibAVwy39zV	GGEE	AV	Santiago	Mujer	6	PORQUE ES BASTANTE BUENA Y PERO HAY COSAS QUE NO ME GUSTAN MUCHO A QUE EN GENERAL ES BUENA LA ATENCIÓN LO QUE NO ME GUSTA ES QUE CONSTANTEMENTE ESTÁN CAMBIANDO LOS EJECUTIVOS DE ATENCIÓN Y ESO ME GENERA PROBLEMAS MUCHAS VECES	Buen servicio / conforme / satisfecho con el servicio,Buena atención / amabilidad,Mucha rotación de ejecutivos	LAS CONDES	NA
SxUmGH29mTQ3	MICRO	Mas	Regiones	Hombre	6	PORQUE MEJORE BASTANTE LA RED DE COBERTURA, HAY PARTES QUE NO TENGO	Mala / poco cobertura	OSORNO	NA
ROYTgSJ3F22a	PYME	Mas	Regiones	Mujer	6	A VECES LOS DATOS SE ENLENTECEN EN CIERTOS HORARIOS.	Internet lento / inestable	LOS ANGELES	ADMINISTRADOR
OJGzIEvEOsF7	PYME	Mas	Santiago	Hombre	6	ESTA BASTANTE BUENO, PERO SIEMPRE SE PUEDE MEJORAR EN ALGO	Faltan cosas por mejorar / no es perfecta	SANTIAGO CENTRO	NA
XClnxyIO0oVU	MICRO	Mas	Regiones	Hombre	5	PORQUE PREFERIRIA UNA MEJOR COBERTURA EN LA ZONA	Mala / poco cobertura	COPIAPO	NA
900krfttk5Ea	PYME	Mas	Regiones	Hombre	6	PORQUE AVECES LA SEÑAL ES MUY MALA,	Mala señal / pérdida de señal / interferencias	IQUIQUE ALTO AUSPICIO	NA
CZ00is3RWCzN	PYME	Mas	Regiones	Hombre	6	PORQUE RECIEN ENTRE CON ELLOS	NS/NR	VIÑA DEL MAR	GERENTE GENERAL
vSyp5WBoFbZD	PYME	Mas	Santiago	Hombre	7	PORQUE NO HE TENIDO PROBLEMAS CON EL SERVICIO	Funciona bien /sin problemas	LA FLORIDA SANTIAGO	NA
cPGeck7fMDAm	PYME	MP	Santiago	Hombre	6	ME FALTAN UN POCO D EHERRAMIENTAS D ECONTROL MINUTOS Y GIFGA D ELA GENTE UN POCO ENREDADO DERREPNTE NO FUNCIONA EL CONTROL	Poca transparencia en cuentas / cobros indebidos / problemas de facturación	SANTIAGO	NA
KjBHJUpezAdh	PYME	Mas	Regiones	Hombre	6	TENGO BUEN SERVICIO BUENA  PAGINA WEB BUENA INFORMACION INGRESA ENTEL EMPRESA VEO CONSUMO TRAFICO Y TODO ESO	Buen servicio / conforme / satisfecho con el servicio,Buena información / mantienen informados / claridad en la información,Página Web amigable / buen sitio Web	VIÑA DEL MAR	DIRECTOR GENERAL
jixjoN3zlqQQ	PYME	MP	Regiones	Mujer	7	ES BARATO EL COBRO ES FIJO	Buenos precios / económicos / barato	COPIAPO	SOSTENEDOR O ADMINISTRADO
OFWrYCI5XUAe	GGEE	AP	Regiones	Hombre	7	NO HE TENIDO NINGUNO PROBLEMAS CON ELLOS	Funciona bien /sin problemas	TEMUCO	GERENTE DE OPERACIONES
bzS8hmTCal3g	MICRO	Mas	Regiones	Hombre	6	PORQUE LA COBERTURA ES MEJOR, TELEFONO NO SE PEGA, INTERNET SUPER BIEN, PUEDO HACER TRANSFERENCIAS	Buena cobertura,Continuidad del servicio,Buen funcionamiento de Internet / velocidad / estabilidad	COLTAHUCO	NA
yNvRGyTokBo5	PYME	Mas	Santiago	Hombre	6	servicio bueno, pero inconveniente a veces  con la señal	Buenos servicios/ productos,Mala señal / pérdida de señal / interferencias	LA REINA	NA
bUay3oFFuBXp	GGEE	AP	Santiago	Hombre	3	PORQUE CADA DIA MAS MALA MAL MALA LA ATENCIÓN EN CUANTO A PRECIO MAS MALO EN CUANTO A SEÑAL LA SEÑAL A DECAÍDO MUCHO	Mala post venta /atención,Precios altos / es caro / alzas de precio,Mala señal / pérdida de señal / interferencias	MELIPILLA	NA
kaCnGRSQGJkr	PYME	MP	Regiones	Mujer	6	CREO QUE FALTA RETROALIMENTACION DE PARTE DE LA EMPRESA	Poca preocupación por el cliente	CURICO MAULE	NA
23khKtkxGFXs	MICRO	Mas	Santiago	Hombre	7	POR QUE TIENEN BUENNA SEÑAL BUEN SERVICIO Y MUY RAPIDO EL INTENET TIENE BUEN SEÑAL TMBN	Buena señal / no hay caídas de la señal / señal nítida,Buen servicio / conforme / satisfecho con el servicio,Buen funcionamiento de Internet / velocidad / estabilidad	STGO CENTRO	NO INDICA
5ogieIBdF0ez	GGEE	AP	Regiones	Hombre	6	PORQUE ESTOY SATISFECHO NO TENGO PROBLEMAS CON LA COMPAÑÍA UNO QUISIERA SIEMPRE QUE FUERA MÁS BARATO	Buen servicio / conforme / satisfecho con el servicio,Funciona bien /sin problemas,Precios altos / es caro / alzas de precio	ARAUCO	NA
U3U4ltukDc0a	PYME	Mas	Santiago	Hombre	6	POR LAS CALIDAD DE SELÑA ES KLA MEJOR SEÑAL EN TERRENO INCLUSO EN REGIONES EN COMPARACION A OTRAS COMPAÑIAS NI VCLARO NI MOVISTAR BIENE CON LOS COBROS CORRESPONDIENTEW	Buena señal / no hay caídas de la señal / señal nítida,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	SANTIAGO	EDMIN DE SERVICIOS
OS8gRcjFZ7It	PYME	Mas	Regiones	Hombre	7	POR QUE NO TENGO PORBLEMAS CON LA COMPAÑIA Y TWENIDO BUNA COBERTURA Y SEÑAL	Funciona bien /sin problemas,Buena cobertura,Buena señal / no hay caídas de la señal / señal nítida	TALCA	GERNETE
7iphFDYlY0xT	PYME	Mas	Santiago	Hombre	5	CUANDO NESECITA  CAMBIO DE PLAN O CAMBIOS DE EQUIPOS LOS  TIEMPOS LARGUISIMOS UNA ETERNIDAD  DICEN 7 DIAS ES 1 MES DE PLAZO	Lentitud / ineficiencia en solución de problemas,Demora en entrega de equipos	PROVIDENCIA	ADMINISTRADOR
lOwjAW9YHcRe	PYME	Mas	Regiones	Hombre	6	por la demora del servicio cuandos e cae el sistema	Lentitud / ineficiencia en solución de problemas	calama	NA
xwxJbtbyaCGg	PYME	Mas	Regiones	Hombre	6	NO HE TENIDO PROBLEMAS DE REPENTE SE VA LA COBERTURA EN ALGUNOS SECTORES EN LOS RURALES GENERALMENTE AL LADO DE MULCHEN SANTA BARBARA PARA EL LADO DE PUREN	Funciona bien /sin problemas,Mala / poco cobertura	ANGOL	DUEÑO
LhekgawskkxI	MICRO	Mas	Santiago	Hombre	7	ES UN PRODUCTO NUEVO TENGO UN WIFI TAMBIEN DE ENTEL ESTOY MUY CONTENTO PORQUE TIENE BUENA SEÑAL	Buen servicio / conforme / satisfecho con el servicio,Buena señal / no hay caídas de la señal / señal nítida	LA PINTANA	NA
vnpZYL9gZU9P	PYME	AP	Regiones	Mujer	7	PORQUE NUNCA HEMOS TENIDO PROBLEMAS CON EL SERVICIO DE LAS MINERAS HASTA LA PUNTA DEL CERRO TENEMOS BUENA SEÑAL ES POR EJEMPLO EN LA PROVINCIA DE LA QUINTA REGION EN LA PROVINCIA DEL VALPARAISO NO LA DISPONIBILIDAD PARA NOSOTROS ES IMPORTANTE PARA NOSOTROS EL PRECIO DEL PLAN NO NOS IMPORTA EL PRECIO SINO QUE NOS PODAMOS COMUNICAR	Buenos servicios/ productos,Buena señal / no hay caídas de la señal / señal nítida,Continuidad del servicio,Buen servicio de telefonía	QUILLOTA	NA
t8VIN9KSAxm4	PYME	MP	Regiones	Hombre	6	ES QUE NO HAN INFORMADO DE LOS SERVICIO, NO CAMBIAN LOS EQUIPOS, NO HAY PREOCUPACION PARA EL CLIENTE	No mantiene bien informado / poca claridad en la información,No realizan cambio de equipos/ problemas con cambio de equipos,Poca preocupación por el cliente	TALCA	GERENTE GENERAL
MjKBHulE8SNH	PYME	Mas	Santiago	Mujer	6	PORQUE EN GENERAL NOS HAN SOLUCIONADO BIEN LOS PROBLEMAS, Y PARA CAMBIAR CELULARES HAY QUE IR A LA SUCURSAL Y TIENE QUE IR REPRESENTANTE LEGAL Y SI NO HAY QUE LLEVAR UN PODER, ES UN LIO, AHORA SE PUEDEN SOLUCIONAR VÍA TELEFÓNICA.	Responden / resuelven requerimientos,No realizan cambio de equipos/ problemas con cambio de equipos	SANTIAGO, PROVIDENCIA	NA
IrZUydwxl4Xo	PYME	Mas	Regiones	Hombre	5	ES BUENA  TAMBIEN EN LOS COSTOS HAY PLANES MEJORES EN OTRA CIAS LOS MISMOS PLANES A MENOR COSTO	Buenos servicios/ productos,Buenos precios / económicos / barato,Malos planes  / planes poco flexibles	IQUIQUE	GERENTE
XjPR5wJUbRRC	MICRO	Mas	Regiones	Hombre	5	PORQUE HE TENIDO ALGUNOS PROBLEMAS PERO ME LO HAN SOLUCIONADO PERO SE HAN DEMORADO EL TEMA DE SEÑAL EN ALGUNOS PUNTOS DONDE HEMOS TRABAJADO NO ES MUY BUENA	Lentitud / ineficiencia en solución de problemas,Mala señal / pérdida de señal / interferencias	ANTOFAGASTA	NA
U4UQT5LuUNIR	MICRO	Mas	Regiones	Hombre	6	PROBLEMAS DE COBERTURA A VECES FALLA	Mala / poco cobertura	COELEMU	NA
H6wXjgTZyhOr	PYME	Mas	Regiones	Hombre	7	CALIDAD DE LA SEÑAL , TRANSAPARENCIA , OPORTUNIDAD EN EL COBRO.	Buena señal / no hay caídas de la señal / señal nítida,Transparencia / claridad en las cuentas / facturas / exactitud en cobros,Envío oportuno de cuentas / facturas	TEMUCO.	GERENTE
rGQcvgEFlfYP	PYME	MP	Santiago	Hombre	5	HAY ALGUNOS SECTORES DEL SUR QUE NO TIENE SEÑAL Y TENGO QUE ESTAR COMPRANDO CHIP PREPAGAO DE OTRAS COMPAÑIAS	Mala señal / pérdida de señal / interferencias,Poca continuidad del servicio  / se corta el servicio	ESTACION CENTRAL	NA
kYnIDrzSDEHa	GGEE	AV	Santiago	Mujer	7	LINEA DEW TELEFOINO FUERA DEL PAIS	Buen servicio de telefonía	LAS CONDES	NA
uAZXeSH58OQ1	PYME	MP	Santiago	Hombre	7	NO H ETENIDO PROBLEMA HASTA EL MOMCAMBIO DE CELULARES COSAS ASI SIEMPRE RESPONDE	Funciona bien /sin problemas,Responden / resuelven requerimientos	LAS CONDES	NA
TxysPKJz6SGC	MICRO	Mas	Santiago	Mujer	7	PORQUE NO HA TENIDO PROBLEMA	Funciona bien /sin problemas	SANTIAGO	DIRECTORA
JVQIzfulAwUR	PYME	Mas	Santiago	Hombre	6	PORQUE HAY TONEMOS NOS QUEDAMOS SIN INTERNET Y SIN TELEFONO EN ALGUNOS LUGARES DE SANTIAGO EN RECOLETA	Internet lento / inestable,Mal servicio de telefonía/ se cortan las llamadas	SANTIAGO RECOLETA	DUEÑO
yOZvkQaZ1zXF	PYME	Mas	Santiago	Hombre	5	A VECES LAS LLAMADAS NO FUNCIONAN Y DE MALA CALIDAD LA TRANMISION LOS SONIDOS SE CORTAN	Mal servicio de telefonía/ se cortan las llamadas,Problemas con la comunicación	SANTIAGO COMUNA RECOLETA	DUEÑO
dXijh7toqpRv	PYME	Mas	Santiago	Hombre	6	PORQUE EN GENERAL SON LOS ÚNICOS EN ADECUAR LOS PLANES AL LO QUE OFRECE EL MERCADO Y TAMBIEN LOS PRECIOS EN PLAN EN PRESTACIONES Y PRECIOS Y ADEMAS UN MUCHAS VECES TIENE QUE PEDIR QUE UNO LO ADECUE, YO ME ENTERO DE LA PRENSA SI YO NO LO PIDO NO ME LO OFRECE YO ME SIENTO ESTAFADO	Buen plan / plan conveniente,Buenos precios / económicos / barato,Pocas / malas ofertas	RENCA	NA
lQ7tzlszZyee	PYME	Mas	Regiones	Mujer	4	EL TEMA DE RECAMBIO DE EQUIPO PORQUE AL MOMENTO DE CONTRATAR OPORTSE DESPUES SON MAS CARO QUE EN UN ATIENDA CUEST BSTANTE SON BSTANTE BUROCRATICO CARO	No realizan cambio de equipos/ problemas con cambio de equipos,Equipos caros,Tramitan / Burocracia	VICTORIA	SECRETARIA DE GERENCIA
vwu3BwNH7WGQ	PYME	Mas	Santiago	Hombre	6	ESTA BIEN PARA QUE PONERLE UN 7 ES MUCHA PERFECCION, A VECES ESTA LENTO	Faltan cosas por mejorar / no es perfecta,Internet lento / inestable	SANTIAGO	NA
zB88WwOCEaTq	MICRO	Mas	Regiones	Hombre	5	PORQUE DE REPENTE HAY COBERTURA QUE NO LO TOMA Y LOS VALORES NO SON LOS  MEJORES DEL MERCADO	Mala / poco cobertura,Precios altos / es caro / alzas de precio	CURICO SEPTIMA REGION	NA
RYJd0QXpNuSs	MICRO	Mas	Regiones	Hombre	2	PORQUE CUANDO E TENIDO PROBLEMAS NO SE SOLUCIONAN BIEN (UNA VEZ TRATE DE COMPRAR UN TELEFONO Y POR UNA MALA GESTION DE UNA PERSONA NO LO PUDE HACER, ESTABA MAL HECHA LA COMPRA (NO HABIA STOCK), Y LAS VECES QUE E TRATADO DE CAMBIAR EL EQUIPO NO LE DAN FACILIDAD DE PRECIO, ENTEL ES LA MENOS MALA DE TODAS, POR ESO ESTOY AHI	No responde / no resuelven requerimientos,Precios altos / es caro / alzas de precio,No realizan cambio de equipos/ problemas con cambio de equipos	VIÑA DEL MAR	DUEÑO
6yI8LIJ76gh6	PYME	MP	Regiones	Mujer	6	SIEMPRE SE PUEDE ESTAR MEJOR MAS ECONOMICO ES ALTO PERO EL SERVICIO ES BUENO LA TARIFA EN LOS PLANES Y LOS EQUIPO MUY CARO MAS FACILIDAD EN EQUIPO TENIENDO UN PLAN CONTRATADO ANTES HABIA OFERTAS PARA EQUIPO HAY MUY POCO TIENE QUE COMPRARLOS	Faltan cosas por mejorar / no es perfecta,Precios altos / es caro / alzas de precio,Buenos servicios/ productos,Equipos caros,Pocas / malas ofertas	CONCEPCION	NA
qcZREzCMT8ag	GGEE	Mas	Santiago	Mujer	5	"PORQUE HAY PROBLEMAS CON LA SEÑAL; SIEMPRE POR LO TANTO TAMBIÉN INTERNET ESTA CON MUCHAS FALLAS, TENGO UN RECLAMO QUE NO SE HAN HECHO CARGO DESDE ANTES DE LA CONTINGENCIA. EL PROBLEMA SE MANTIENE, NO FUNCIONÓ NI DATOS MÓVILES, SE CAE HAY INTERMITENCIA CON EL SERVICIO"	Mala señal / pérdida de señal / interferencias,Internet lento / inestable,Lentitud / ineficiencia en solución de problemas,Poca continuidad del servicio  / se corta el servicio	PADRE HURTADO	NA
NzO90In4FIn9	GGEE	AV	Santiago	Hombre	7	FUNCIONA TODO IMPEQUE SIN PROBLEMAS	Buen servicio / conforme / satisfecho con el servicio	SANTIAGO	NA
Mmz8zMGkhNkW	PYME	Mas	Regiones	Mujer	7	PORQUE NUNCA HE TENIDO PROBLEMAS CON ELLOS Y CUANDO HE TENIDO DUDAS ME CONTESTAN INMEDIATAMENTE POR EJEMPLO DE COMUINICACION CON EL TELEFONO DE PROBLEMAS DE SEÑAL PARA COMUNICARME CON OTRA GENTE EN TODOS LADOS EN VILLA ALEMANA HAY UN SECTOR QUE NO TENGO SEÑAL CUANDO VOY EN TREN EN EL SECTOR DEL SALTO	Funciona bien /sin problemas,Apoyan / ayudan,Rapidez en la atención	VILLA ALEMANA	JEFE DE BODEGA
MmKAV24LjlA8	MICRO	Mas	Regiones	Hombre	6	ME PARECE EN GENERAL BIEN PERO UN DETALLE QUE EN MI DOMICILIO NO TIENE COBERTURA (QUE NO SIEMPRE TENGO LA POSIBILIDAD DE COMUNICARSE Y A VECES QUIERO LLAMAR YO Y NO PUEDO)	Faltan cosas por mejorar / no es perfecta,Mala / poco cobertura,Mal servicio de telefonía/ se cortan las llamadas,Problemas con la comunicación	TALCA	DUEÑO
k8j6ZSDmlWuD	PYME	Mas	Regiones	Mujer	5	PORQUE LA SEÑAL NO ES BUENA EN AREAS PERIMETRALES DE LA CIUDAD, POR EL SERVICIO AL CLIENTE NO ES MUY BUENO	Mala señal / pérdida de señal / interferencias,Mala post venta /atención	VILLA ALEMANA	NA
vZwWgxebJGRT	PYME	Mas	Santiago	Hombre	5	PORQUE NORMALMENTE HAY BUENA CONTINUIDAD DE SERVICIO PERO A VECES SE PIERDA LA SEÑAL	Buena conectividad,Mala señal / pérdida de señal / interferencias	SANTIAGO	PROPIETARIO
JITXWIm56KWH	PYME	Mas	Regiones	Hombre	6	PORQUE SIETE  NO EXITE	Faltan cosas por mejorar / no es perfecta	VALPARAISO	NA
I0uFpLaQreOp	MICRO	Mas	Regiones	Hombre	5	PORQUE LE FALTA EN ALGUNAS PARTE DONDE YO VIVO POCA COBERTURA EN LA SECTA REGION EN LA COMUNA DE PLACILLA	Mala / poco cobertura	SAN FERNADO	DUEÑO
ztRYo8z8b7is	MICRO	Mas	Regiones	Hombre	7	PORQUE SI PORQUE ANTES TENIA OTRA COMPANIA Y TENIA DIVIDIDAS LAS CUENTAS Y LA VERDAD ES QUE ENTEL TIENE UN SERVICIO SUPERIOR AL DE MOVISTAR Y SIEMPRE HE TENIDO SEÑAL COBERTURA DE TELEFONO Y CELULAR OSEA DE INTERNET.	Buena empresa / es la mejor empresa / es mejor que otras,Transparencia / claridad en las cuentas / facturas / exactitud en cobros,Buena señal / no hay caídas de la señal / señal nítida,Buena cobertura,Buen funcionamiento de Internet / velocidad / estabilidad	CONCEPCION	NA
1R2i9rOrVyN1	GGEE	AV	Santiago	Mujer	7	"NO NOS HA DADO PROBLEMAS
SUFICIENTE COBERTURA EN DATOS"	Funciona bien /sin problemas,Buena cobertura	LAS CONDES	NA
XjZO79sHYW1O	PYME	Mas	Regiones	Hombre	5	"PORQUE ULTIMAMENTE ESTA MUY MALO EL SERVICIO; MALA COBERTURA"	Mala / poco cobertura	RANCAGUA	NA
LZ2RBtrlTvSn	PYME	MP	Santiago	Hombre	6	PORQUE LA MAYORÍA FUNCIONA BIEN, MANTIENE BUENA VELOCIDAD NO SE CORTA LA LLAMADAS	Continuidad del servicio,Buen funcionamiento de Internet / velocidad / estabilidad,Buen servicio de telefonía	SAN MIGUEL Y ÑUÑOA	NA
iXjrsPAFns7s	MICRO	Mas	Regiones	Mujer	5	"PORQUE EN ESTOS MOMENTOS TENGO PROBLEMAS DE CONECTIVIDAD UNAS DE MIS 4 DE 7 LINEAS
 QUE TENGO PROBLEMAS DE NAVEGACIÓN Y YO TRABAJO CON EL TELÉFONO QUE ES LO MAS TRÁGICO  LAS PERSONAS NO TIENEN LA FACULTAD DE ENTREGAR LA INFORMACIÓN INMEDIATA QUE TENGO HACE UNA SEMANA"	Mala conectividad,Internet lento / inestable,Lentitud / ineficiencia en solución de problemas	COYAIQUE	ADMINISTRADORA
fxMrSPrOPsAG	MICRO	Mas	Regiones	Hombre	6	POR QUE HAY PARTE QUE NO TENGO COBERTURA EN ENTEL Y SE CORTA LAS LLAMADAS	Mala / poco cobertura,Poca continuidad del servicio  / se corta el servicio	VILLA ALEMANA VALPARAISO	NA
WcNdTpcf6O5w	PYME	MP	Regiones	Hombre	6	PORQUE ES BUENA TIENE BUENA COBERTURA LOS EJECUTIVOS ME TRATAN BIEN Y ME OFRECEN LO MEJOR	Buena empresa / es la mejor empresa / es mejor que otras,Buena cobertura,Buena atención / amabilidad,Buenas ofertas	CONCEPCION Y PUCON	NA
k1A6qNubtLjg	PYME	Mas	Santiago	Mujer	5	ESTAR SIN EMPRESA ES EXACTATAMENTE LO MISMO NO TIENE VENTAJA ADICIONAL AL SER EMPRESA	Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	PROVIDENCIA	NA
pWKR0bv8OCFS	MICRO	Mas	Santiago	Hombre	7	PORQUE ES MUY BUENA ATENCION	Buena atención / amabilidad	SANTIAGO	DUEÑO PROPIETARIO
dvGgseEQx752	MICRO	Mas	Santiago	Hombre	6	CUANDO NECESITO ATENCION PERSONLA, NO ENCIUENTRO, TODO ES VIRTUAL	Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales	MAIPU	NA
UqlUPbcSad2u	MICRO	Mas	Santiago	Hombre	7	PORQUE YO LO HABÍA TENIDO CON OTRAS EMPRESAS Y LA EXPERIENCIA NO FUE MUY BUENA Y HASTA CON ENTEL NO HA TENIDO NINGÚN  PROBLEMA	Buena empresa / es la mejor empresa / es mejor que otras,Funciona bien /sin problemas	MAIPU SANTIAGO	NA
oPZKBdxPG6HP	GGEE	AV	Santiago	Hombre	7	NUNCA HE ENIDO PROBLEMAS DE CONECTIVIDAD LOS EQUIPOS EN CUANTO A LA CALIDAD DEL SERVCIO	Funciona bien /sin problemas,Buena conectividad,Buena calidad de equipos / buenos aparatos	HUECHURABA SANTIAGO	ADMINISTRADOR DE INFORMÁTICA Y TELECOMUNICACIONES
0xgyURpeijmB	MICRO	Mas	Santiago	Mujer	7	POR LA VELOCIDAD, NO PIERDO CONEXION FACILMENTE EN LUGARES REMOTOS, NO HE TENIDO PROBLEMAS EN CUANTAS NI MONTOS	Buen funcionamiento de Internet / velocidad / estabilidad,Buena conectividad,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	MAIPU SANTIAGO	GERENCIA, REPRESENATNTE LEGAL
dXlLZWrubrpF	MICRO	Mas	Santiago	Hombre	6	PORQUE FUNCIONA BIEN, BUENA COBERTURA, COBRAN LO QUE DIJERON	Buenos servicios/ productos,Buena cobertura,Cumplen con lo que ofrecen	LAS CONDES	NA
yPGtfYbJtf5t	PYME	Mas	Santiago	Hombre	6	POR UN TEMA DE COBERTURA AL VIAJAR AL SALIR DE SANTIAGO ES UN TEMA DE COBERTURA MOVIL SE PIERDE COBERTURA EN ALGUNAS OCASIONES O DONDE HAY CERROS O EN ALGUNAS CIUDADES	Mala / poco cobertura	SAN RAMON	NA
qHmOmuy31zth	MICRO	Mas	Santiago	Hombre	6	PORQUE TIENE BUEN SERVICIO TIENE BUENA CALIDAD DE INTERNET Y LOS MINUTOS TAMBIÉN QUIZÁS EL CALL CENTER ES LENTO CUESTA MUCHO CONTACTARSE CON ELLOS	Buen servicio / conforme / satisfecho con el servicio,Buen funcionamiento de Internet / velocidad / estabilidad,Buen plan / plan conveniente,Mal ejecutivo / mala atención del ejecutivo / Difícil contactar,Lentitud / ineficiencia en solución de problemas	PUENTE ALTO SANTIAGO	NA
WnB7oNQiU2Pq	MICRO	Mas	Regiones	Mujer	5	PORQUE LOS VALORES POR LO QUE ENTREGAN EL PLAN LIMITA COMPRAR EQUIPOS MAS MODERNOS QUISO COMPRAR UN CHIP HACE MAS DE UN MES Y AUN NO LE LLEGA EL SERVICIO SOLICITADO	Precios altos / es caro / alzas de precio,Equipos caros,Lentitud / ineficiencia en solución de problemas	PUERTO MONTT	NA
fuAX5Z7Rh2uP	PYME	Mas	Regiones	Hombre	6	PORQUE EL SOPORTE VIA REDES SOCIALES ES MALO, MANDO MANSAJES Y NO HE TENIDO RESTUAS	Atención poco personalizada/ contestan grabadoras/ ejecutivos virtuales,Mal servicio Call center/ Cuesta contactarlos / Call center no atiende	VIÑA DEL MAR	NA
UChvxQLy1efA	MICRO	Mas	Santiago	Mujer	7	PORQUE ME HA FUNCIONA BIEN NO HE TENIDO PROBLEMAS Y REQUERIMIENTOS ME LO HAN SOLUCIONADO	Funciona bien /sin problemas,Responden / resuelven requerimientos	SANTIAGO	DUEÑA
qMY2WVlgSC9y	MICRO	Mas	Regiones	Hombre	6	CONTRATE UN ULTIMO PLAN Y SE DEMORARON MUCHO EN QUE SE EQUIVOCARON Y EN UN TRAMITE DE 2 DIAS SE DEMORARON 3 SEMANAS POR ERRORES DE ELLOS MISMOS	No responde / no resuelven requerimientos,Lentitud / ineficiencia en solución de problemas	QUILPUE	REPRESENTANTE LEGAL
tNZdL6tJYQf1	PYME	Mas	Regiones	Mujer	6	POR EL TEMA DE SEÑAL HACE COMO UN AÑO O UN AÑO Y MEDIO QUE LA SEÑAL HA DISMINUIDO SEGUN ENTEL UNA VEZ YO LE DIJE QUE PASABA LLEVO COMO VEINTE AÑOS CON ENTEL SERIA UNA PENA CAMBIARME UN EJECUTIVO DE ENTEL ME DIJO QUE ELLOS TIENEN ARRENDADAS LAS ANTENAS A WOM Y POR ESO LE HABIA BAJADO LA INTENSIDAD A ELLOS COMO COMPANIA. ESA VEZ POR EL TERREMOTO DE LA CUARTA REGION ERA PORQUE MOVISTAR ERA LA UNICA COMPANIA QUE TENIA COMUNICACION DONDE ESTABAMOS Y CON ENTEL FUE IMPOSIBLE Y MOVISTAR ESTUVO SIEMPRE PARA PODER LLAMAR A LA GENTE POR EL TERREMOTO DE ESE DIA	Mala señal / pérdida de señal / interferencias,Es cliente antiguo/ lleva años,Mala conectividad	CALAMA	NA
wH4z9xJ9xWzf	PYME	Mas	NA	Hombre	7	PORQUE NUNCA HE TENIDO UN PROBLEMA CON OLECTIVIDAD NI PROBLEMAS CON LOS COBROS	Funciona bien /sin problemas,Buena conectividad,Transparencia / claridad en las cuentas / facturas / exactitud en cobros	PUERTO MONTT	NA
xjHuzLiLxzCu	MICRO	Mas	Santiago	Hombre	7	LLEVO AÑOS TRABAJNADO CON ELLOS NUNCA H ETENIDO PROBLEMA EN TODOS LOS ASPECTOS  ANIVEL GENERAL	Funciona bien /sin problemas	BUIN	DUEÑO
fgNIsXtU8tN7	PYME	Mas	Santiago	Hombre	6	NO HE TENIDO MAYORES INCONVENIENTES NO HE TENIDO PROBLEMAS ALGUNAS CAIDAS PUNTUALES Y NADA MAS NO	Funciona bien /sin problemas	ESTACIÓN CENTRAL	NA
83QrZd5hCBNp	MICRO	Mas	Santiago	Hombre	1	PORQUE ENTEL HA ESTADO PESIMO LA SEÑAL NO TOMA EN NINGUNA LUGAR HE TENIDO QUE APAGAR MI EQUIPO	Mala señal / pérdida de señal / interferencias	LA FLORIDA	NA
oz8aqG1RUH1F	MICRO	Mas	Santiago	Hombre	7	TODO LO DA LA COBERTURA Y DA LO QUE NECESITAMOS	Buena cobertura,Cumplen con lo que ofrecen	VIÑA DEL MAR	NA
RrxIFxPqZd4X	GGEE	MV	Santiago	Hombre	6	PORQUE LA OTRA VEZ HICE UN PAR DE SOLICITUDES NO ME RESPONDIERON Y DESPUÉS LA TUVE QUE VOLVER HACERLA	Lentitud / ineficiencia en solución de problemas	SANTIAGO SAN BERNARDO	NA
BDv4hb78ZLAl	MICRO	Mas	Santiago	Mujer	6	PORQUE EN REALIDADA EN ALGUNA OPORTUNIDAD HE TENIDO PROBLEMAS DE INTERNET TUVE 8 DIAS SIN INTERNET EN LA PINTANA	Internet lento / inestable,Poca continuidad del servicio  / se corta el servicio	LA PINTANA	DUEÑA
56puXRe3od5e	MICRO	Mas	Regiones	Mujer	6	ME HA FUNCIONADO BIEN PERO SE PIERDE LA CONECTIVIDAD EN ALGUNOS LUGARES	Funciona bien /sin problemas,Mala conectividad	SAN CARLOS ÑUBLE	NA
