encriptado	SEG_CORFO	SEG_GOL	Regionx	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	P4_COD	Ciudad_comuna	Cargo
BvnFaKbwIhsu	PYME	MP	SANTIAGO	Mujer	6	POR CIERTOS PROBLEMAS QUE HEMOS TENIDO CON EL SERVICIO PERO ES A MAS NIVEL DE RESPUESTA TÉCNICA Y PERSONAL QUE DEL SERVICIO EN GENERAL. ES DECIR A LA HORA DE SOLUCIONAR Y SOLVENTAR UN PROBLEMA A LA HORA DE SOLUCIONAR A LOS REQUERIMIENTOS.	Demora en soluciones,Mal servicio técnico	VITACURA	ASISTENTE ADMINISTRATIVA
zfDCEtdZg5PH	MICRO	Mas	SANTIAGO	Hombre	7	BUEN SERVICIO NO SE CAE NUNCA CONTINUIDAD DEL SERVICIO.	Buen servicio/ eficiente,Servicio estable/ no se cae	SANTIAGO	GERENTE COMERCILA
5x1QmG9TRL4A	GGEE	AV	SANTIAGO	Hombre	7	PORQUE  FUNCIONA SÚPER  BIEN  EN LA ATENCIÓN Y EN LOS SERVICIOS	Buena atención/ amables,Buen servicio/ eficiente	LA CONDES	ENCARGADO DE TI
aleXGcXCdh4Q	MICRO	Mas	REGIONES	Hombre	7	TODOS LOS MOMENTOS EN QUE HE TENIDO ALGUN PERCANCE INCLUSO CORTE DE LINEA YA QUE SE ME PASO LA FACTURA ME LO HAN DADO DE INMEDIATO, NADA QUE DECIR, BASTANTE BIEN EN ATENCIÓN, RAPIDEZ, TIEMPO DE RESPUESTA, MUY OPTIMO, ME DA LA IMPRESIÓN DE QUE SON BASTANTES SERIOS, NUNCA HE TENIDO UN PROBLEMA CON ELLOS.	Soluciones rápidas,Buena atención/ amables,No ha tenido problemas/ conforme/ todo bien,Buena compañía/ la mejor	PUERTO MONTT	NA
X8HWU2Ji8VXD	PYME	Mas	SANTIAGO	Hombre	7	PORQUE HASTA AQUÍ NO HE TENIDO NINGÚN PROBLEMA Y SIEMPRE HAN RESPONDIDO RÁPIDO, ME REFIERO A QUE POR EJEMPLO CUANDO HAN CORTADO EL CABLE POR ALGÚN ACCIDENTE DE TRANSITO, RÁPIDAMENTE VIENEN Y LO REPARAN.	No ha tenido problemas/ conforme/ todo bien,Buenas respuestas/claras,Buen servicio técnico/ rápido	LAS CONDES.	SOCIO.
PKh9dUJGXo1q	MICRO	Mas	REGIONES	Hombre	7	PORQUE MAS QUE TODO FUNCIONABA NO TENIA CAÍDA, OPERATIVAMENTE ESTA BIEN NO HAY INCONVENIENTE, EN INTERNET COMO EN TELEFONÍA FIJA.	Funciona bien,Servicio estable/ no se cae,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	ANTOFAGASTA	DUEÑO
mhvscNV4wFOp	PYME	Mas	SANTIAGO	Hombre	2	PORQUE HE TENIDO OTRAS COSAS Y  PERO EN LA PARTE DE INTERNET ES PÉSIMA LA RECEPCIÓN QUE TENGO DE INTERNET, POR UN CONTRATO AÚN NO HE PODIDO CAMBIARME, PERO ESTA PRO COMPLICAR ASÍ QUE NO CREO QUE LO PRONTO POSIBLE VOY HACER EL CAMBIO DEL PLAN.	Mal servicio internet/ se cae/ lento/ falla	SANTIAGO CENTRO	GERENTE
xrDG10O57P54	PYME	MV	SANTIAGO	Hombre	3	"POR LA FALTA DE COMPROMISO EN LAS FECHAS DE ENTREGA DE SERVICIOS; EN CUANTO A QUE LLEVAMOS UNA SEMANA ESPERANDO A QUE SE VENGA UNA INSTALACIÓN Y NO HAN VENIDO A INSTALAR POR EJEMPLO."	Demora en soluciones,No solucionan problemas	LAS CONDES	DIRECTOR GENERAL
ZpWQqcdZtXwZ	PYME	Mas	SANTIAGO	Mujer	6	SOLO PORQUE DE REPENTE SE PONE MUY INESTABLE LA CONEXIÓN, INTERMITENTE, DE INTERNET.	Se cae el servicio/ se corta/ intermitente,Mal servicio internet/ se cae/ lento/ falla	LAS CONDES	ASISTENTE
CjRPoSdCiWCv	PYME	MV	SANTIAGO	Mujer	5	PORQUE LOS SERVICIOS NO ESTÁN ESTABLES, DE REPENTE ES MUY LENTO  POR ESO BÁSICAMENTE, ESO NO MAS.	Servicio lento	PROVIDENCIA	NA
VRXHLTz3T8hV	PYME	MP	SANTIAGO	Hombre	7	ES PÉSIMO EL SERVICIO PORQUE ACÁ SE PASA CORTANDO LA RED, SE LA PASAN CORTANDO LOS CABLES ESTAMOS SIEMPRE UNO O DOS DÍAS SIN INTERNET POR CULPA TAMBIÉN DE LOS CAMONES CUANDO PASAN Y CORTAN LOS CABLES	Mal servicio,Se cae el servicio/ se corta/ intermitente	PITACURA	ADMINISTRACIÓN
evEDHUpb3Uwx	PYME	MV	REGIONES	Mujer	5	PORQUE LOS EJECUTIVOS QUE SUPUESTAMENTE TIENE ASIGNADOS, NO SEDA EL SERVICIO QUE AL FINAL UNO CONTRATA, EL SERVICIO QUE UNO CONTRATA, AL FINAL NO SEDA COMO TE LO PROMETEN AL PRINCIPIO Y LA INTERNET NO ES MUY BUENA, LA FIBRA ÓPTICA, TIENE POCO ALCANCE, POCA CALIDAD.	Mal servicio internet/ se cae/ lento/ falla,Mal servicio	AUTOFAGASTA	NA
Ci1Rym4bIMIY	PYME	Mas	REGIONES	Hombre	6	LA ESTABILIDAD, RAPIDEZ ESPECIALMENTE EN BAJADA DE INFORMACIÓN, NO ENTENDÍ LA PREGUNTA, POR LO MISMO ESTABILIDAD BUEN BAJADA INFORMACIÓN, NOSOTROS TRABAJAMOS CON IMPRESIONES DE PLANO Y MUCHAS IMÁGENES Y POR QUE TENGO UNOS PROGRAMAS DE FACTURACIÓN Y SON IGUAL DE ESTABLES NO ESO SERIA TODO.	Buen servicio/ eficiente,Funciona bien	OSORNO  10 REGIÓN	NA
QHr5ILheAISJ	GGEE	AV	SANTIAGO	Hombre	5	HEMOS TENIDO PROBLEMAS CON LA RED FIJA DE TELÉFONO, ESTUVIMOS CASI UNA SEMANA SIN CONEXIÓN, EN LA LINEA	Problemas de conectividad/ conexión/ comunicación	ÑUÑOA	NA
mZsLl5elS5O5	GGEE	AV	SANTIAGO	Hombre	5	"PORQUE TÉCNICAMENTE FUNCIONA Y HA OPERADO CON NORMALIDAD LO QUE HEMOS CONTRATADO. LOS TIEMPO DE RESPUESTAS PARA LAS INSTALACIONES Y EL SOPORTE DISTAN MUCHO DE LO QUE UNO DESEARÍA. ME REFIERO CUANDO TIENEN QUE HACER ALGUNA REPARACIÓN O ALGO QUE SEA REACTIVO, POR EJEMPLO UN CORTE; NO CONTAMOS SIEMPRE LA INFORMACIÓN AL TIEMPO QUE NOSOTROS QUEREMOS, Y TAMPOCO VUELVEN LOS SERVICIOS SEGÚN LO DE CLA QUE ESTÁN COMPROMETIDOS. EL TEMAS DE LAS INSTALACIONES, DONDE SE PROYECTAN LOS TIEMPOS DE LOS NUEVOS SERVICIOS Y EN GENERAL NO SE CUMPLE E INCLUSO HAN PASADO MESES. ENTONCES ESO NO CORRESPONDE Y A NOSOTROS TAMBIÉN NOS HA ATRASADO ANTE LOS PROYECTOS."	Funciona bien,Soluciones rápidas	LAS CONDES	NO RESPONDE
tBH2iOnCGWHd	PYME	Mas	SANTIAGO	Hombre	5	PORQUE ME COBRAN MAS CARO, SI HAGO UN RECLAMO NO ME HACEN DESCUENTO Y ENCIMA NO TIENE LA VELOCIDAD QUE DICEN QUE TIENE, 40 LA DE INTERNET.	Es caro/ planes caros,Mal servicio internet/ se cae/ lento/ falla	SANTIAGO	GERENTE GENERAL
vEJ7UtHVM9dE	MICRO	Mas	SANTIAGO	Mujer	6	NO CON SIETE PORQUE LA VERDAD ES QUE TIENEN PROBLEMAS ELLOS DE A VECES SE LE CAEN LOS SISTEMAS DE CABLE SOBRE TODO Y CUESTA QUE RESTABLEZCA LOS SERVICIOS	Se cae el sistema/ tiene problemas con el sistema,Demoran en reponer el servicio	LAS CONDES	DUEÑO
gndDLZ9NHJGu	PYME	Mas	SANTIAGO	Hombre	7	PORQUE ATIENDEN COMO LAS PELOTAS EL INTERNET SE CAE ES MAS CARO QUE LA CHUCHAS PESIMO SERVICIO PESIMA POS VENTA EN O QUE ES COBRANZA ME TUVIERON 6 MESES SIN SERVICIO ME COBRARON IGUAL Y AUN NO ME DAN SOLUCION AL CREDITO.	Mala atención,Mal servicio internet/ se cae/ lento/ falla,Mal servicio,Mal servicio post venta,No solucionan problemas	VITACURA	GERENTE DE FINANZAS
xPV3fxuKbKip	MICRO	Mas	SANTIAGO	Hombre	7	PORQUE NO HA FALLADO FUNCIONA BIEN LAS CUENTAS CON CLARAS.	Funciona bien,Cuentas claras	PROVIDENCIA	GERENTE GENERAL
ZIu3YMLs7n3Y	PYME	Mas	SANTIAGO	Hombre	7	ES BUEN SERVICIO Y NO HE TENIDO NINGÚN PROBLEMA ASÍ QUE ES BUENO, EN LA VELOCIDAD QUE TENGO CONSTANTEMENTE QUE ES LA QUE QUIERO Y LA CUENTA ME LLEGA A TIEMPO ESO, NO HE TENIDO NINGÚN PROBLEMA	Mal servicio internet/ se cae/ lento/ falla,Es caro/ planes caros	PROVIDENCIA	GERENTE GENERAL
o8SgbT2i8gfS	MICRO	Mas	REGIONES	Hombre	5	SIEMPRE SE PUEDE MEJORAR LA VISITA DEL TÉCNICO EN  LOS TIEMPO DE ESPERA	No es perfecto/ podría ser mejor	ARICA	REPRESENTANTE LEGAL
tAWmPmojNntZ	GGEE	AV	SANTIAGO	Hombre	7	PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA EN CAÍDAS DE DATOS INTERLASE DE DATOS NO SE CAE EL INTERNET.	No ha tenido problemas/ conforme/ todo bien,Buen servicio de internet/ rápido/ estable	TETROSQUEN - NOVENA REGIÓN	ENCARGADO DE INFORMÁTICA
m1YfUUuypUZF	PYME	Mas	SANTIAGO	Mujer	7	"PORQUE ES UN SERVICIO DE CALIDAD; PORQUE NO NOS HA FALLADO HASTA AHORA, A VECES SE CAE Y ESO PERO ES BIEN."	Buen servicio/ eficiente	NUÑOA	ADMINISTERIO MANAGER
2x8twnf7Wf9Z	PYME	Mas	SANTIAGO	Hombre	7	PORQUE SON PARA LO QUE LOS NECESITAMOS ESTÁ PERFECTO EL SERVICIO DE INTERNET BANDA ANCHA Y EL SERVICIO DE TELEFONÍA FIJA, FUNCIONA PARA NOSOTROS, BUENA VELOCIDAD, SE PUEDEN HACER LLAMADAS LOCALES E INTERNACIONALES Y  BUENA VELOCIDAD DE INTERNET Y EL SERVICIO HA SIDO CONSTANTE NO ES INTERRUMPIDO	Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía,Buen servicio/ eficiente	VITACURA	GERNETE DE OPERACIONES
Y44da7jXnEVv	PYME	MP	REGIONES	Hombre	7	PORQUE JAMÁS HE TENIDO UN INCONVENIENTE, NUNCA TUVE UN INCONVENIENTE EN EL SERVICIO.	No ha tenido problemas/ conforme/ todo bien,Buen servicio/ eficiente	SANTIAGO, CHILE	GERENTE
TiLBWPANG1JT	PYME	Mas	SANTIAGO	Hombre	5	PORQUE TENGO PROBLEMAS CON INTERNET, TENGO INTERMITENCIAS TODAVÍA NO TENGO SEGURIDAD NO SÉ SI ES CON ENTEL O CON MI CONEXIÓN INTERNA	Mal servicio internet/ se cae/ lento/ falla	SANTIAGO - BITACURA	GERENTE DE FINANZAS
Dex92ignK3G7	PYME	Mas	REGIONES	Mujer	6	PORQUE CUANDO HEMOS TENIDO PROBLEMA SI BIEN NO LO SOLUCIONAN DE FORMA INMEDIATA PERO SI LO SOLUCIONAN AL CONTRARIO DE MOVISTAR QUE SI SE DEMORAN UN MONTÓN	Soluciones rápidas	PRIMERA REGIÓN DE PARACATA IQUIQUE	NA
3yLvYLAKTX3O	MICRO	Mas	SANTIAGO	Hombre	6	DEBERÍAN OFRECER MÁS SERVICIOS, LA VERDAD LA PÁGINA NO ME FALLADO NUNCA, SOLAMENTE ESO.	Servicio estable/ no se cae	PROVIDENCIA	DUEÑO
KOHMU2bmri1D	PYME	Mas	SANTIAGO	Hombre	6	PORQUE TIENE INTERMITENCIA DE VEZ EN CUANDO EN EL INTERNET.	Mal servicio internet/ se cae/ lento/ falla	PROVIDENCIA	NA
wPYb56RChcym	PYME	Mas	REGIONES	Hombre	7	SIEMPRE HA SIDO EXPEDITO LA RESOLUCIÓN DE PROBLEMAS, LA SEÑAL DE INTERNET ES ESTABLE DE ACUERDO A LO QUE SE CONTRATO TODO, CUANDO HA HABIDO ALGUNA PROBLEMÁTICA UNO LLAMA A UN NÚMERO DE ASISTENCIA Y RESUELVEN MUY RÁPIDO LA PROBLEMÁTICA, SI DE REPENTE HA HABIDO ALGUNA INTERMITENCIA DEL SERVICIO SE SOLUCIONA MUY RÁPIDO YO CREO QUE ESO ES IMPORTANTE	Soluciones rápidas,Buena señal	SAN FELIPE 5 REGIÓN	GERENTE GENERAL
acGZsxCbA4S1	PYME	MV	REGIONES	Mujer	7	PORQUE FUNCIONAN PESIMO LOS CELULARES DEL AÑO PASADO COMO DE OCTUBRE EN ADELANTE LA SEÑAL SE CORTA SE ESCUCHA MAL Y NO SOLAMENTE YO HE PREGUNTADO CUANDO LLAMO A OTRO TELEFONO Y SON ENTEL IGUAL O SEA SON DE LA EMPRESA POR LO MISMO FUNCIONAN MAL NO NOS PODEMOS COMUNICAR LA LLAMADA NO ENTRA SON BUZON DE VOZ SE CORTA DE REPENTE UNO ESTA HABLANDO Y DE REPENDE SE ESCUCHA MAL DE UN RATO PARA OTRO.	Mal servicio,Mala señal,Se corta la comunicación	FRANCAGUA	JEFA RECURSOS HUMANOS
vk9aVvydPuog	PYME	MP	SANTIAGO	Hombre	7	ESTA ANTE NECESIDADES Y BUEN SERVICIO, EN EL SERVICIO ENTREGADO, EN LA CALIDAD DEL SERVICIO, O SEA LAS PRESTACIONES, ME REFIERO AL TEMA DE LA FIBRA ÓPTICA, VELOCIDAD, TRANSMISIÓN DE DADOS Y QUE NUNCA SE HA CAÍDO EL SISTEMA, NUNCA HE TENIDO NINGÚN PROBLEMA, LA FACTURACIÓN ES CLARA Y TODO SEA MANEJADO BIEN.	Buen servicio/ eficiente,Servicio estable/ no se cae,Facturas llegan a tiempo	PROVIDENCIA	NA
E52bwmNXdm0A	PYME	AP	REGIONES	Hombre	5	PORQUE EL SERVICIO DERREPENTE ES INTERMITENTE EN LAS INSTALACIONES, QUE AVECES SE CAE EL SERVICIO.	Se cae el servicio/ se corta/ intermitente	COQUIMBO	GERENTE DE OPERACIONES
I1JAmgfrAv9F	PYME	Mas	SANTIAGO	Hombre	6	PORQUE NUNCA ES PERFECTO, NO DEFINITIVAMENTE A VECES NO HAY UN CARGO POR COMUNICACIÓN DE LARGA DISTANCIA, LO ANULE, LUEGO ME LO VOLVIERON A CARGAR EL MES SIGUIENTE, BUENO DURE ASÍ COMO TRES MESES HASTA QUE ME LO SOLUCIONARON, MIRA EN GENERAL, TE VOY A DECIR QUE BIEN, EN CONEXIÓN DE INTERNET, EN LLAMADAS.	No es perfecto/ podría ser mejor,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	BITACURA SANTIAGO	ADMINISTRADOR EN FINANZAS
Cyq03NPSskeN	MICRO	Mas	REGIONES	Hombre	7	PORQUE  HASTA DICIEMBRE TUVE BTR Y BTR NO ERA MUY BUENO LO QUE ES EN INTERNET Y EN LOS COBROS, PORQUE ES MEJOR QUE LA COMPETENCIA EN VELOCIDAD, EN COBROS Y EL USO DIARIO.	Es caro/ planes caros	VIÑA DEL MAR	NA
L8LcweB4Sp80	PYME	MV	SANTIAGO	Hombre	7	ELLOS HAN CUMPLIDO Y EL SERVICIO HA ESTADO OPERATIVO CIEN POR CIENTO DESDE QUE LO TENGO CONTRATADO, QUE FUNCIONA CIEN POR CIENTO, SIN NINGÚN PROBLEMA.	Buen servicio/ eficiente,Funciona bien	PROVIDENCIA.	DUEÑO DE LA EMPRESA.
hIU2jAO1LMz6	PYME	MV	SANTIAGO	Mujer	7	EN COMPARACIÓN LA VERDAD CON OTRAS COMPAÑÍAS QUE HEMOS TENIDO ESTÁ FUNCIONANDO BASTANTE BIEN, LA RESPUESTA BIEN, HAN SIDO BASTANTE EFICIENTES, EN LA SEÑAL QUE NO SE CAE, EN ESE SERVICIO EN PARTICULAR, O SEA DE INTERNET Y EL TELÉFONO TAMBIÉN, EN EL TELÉFONO NO HAY PROBLEMA. TODO ESTÁ FUNCIONANDO EN ORDEN.	Funciona bien,Buena señal,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	PROVIDENCIA	NA
KrbkryIWTQyu	PYME	Mas	SANTIAGO	Hombre	6	ME PARECE BUENA SIN EMBARGO SE CORTA EN ALGUNOS MOMENTOS, TIENE BUENA RAPIDEZ, RAPIDEZ EN TEMAS DE NAVEGACIÓN Y TRASMISIÓN  DE DATOS, NO MAS.	Buen servicio de internet/ rápido/ estable	VITACURA	GERENTE GENERAL
uMzzyuLSTJEn	PYME	MV	SANTIAGO	Mujer	7	PORQUE NOS PRESTAN UN BUEN SERVICIO EN QUE HAY UN SERVICIO QUE ESTA FUNCIONANDO AL 100 POR CIENTO POR LO TANTO NO TIENE CAÍDA QUE NOS NOS QUEDEMOS SIN ESE SERVICIO Y SI HA DADO A SUCEDER POR CAUSAS EXTERNAS A ENTEL Y ADEMAS RESPONDEN A NUESTROS REQUERIMIENTOS DE FORMA OPORTUNA, ES PERMANENTE, NO SE ESTA CAYENDO CONSTANTEMENTE LA CONEXIÓN Y RESPONDEN RÁPIDAMENTE A NUESTROS REQUERIMIENTOS	Buen servicio/ eficiente,Servicio estable/ no se cae,Soluciones rápidas	VALPARAISO	NA
LEYw1FKbp7pJ	MICRO	MV	REGIONES	Hombre	7	PORQUE NO HA HABIDO NUNCA PROBLEMAS ES QUE ES LO MEJORCITO QUE ESTA FUNCIONANDO AHORA	No ha tenido problemas/ conforme/ todo bien,Funciona bien	SAN FERNANDO	ADMINISTRADOR
qxRBekuc4s0K	PYME	Mas	REGIONES	Hombre	7	PORQUE ME DAN UN BUEN SERVICIO, VELOCIDAD BUENA VELOCIDAD PARA NAVEGAR PERO FIBRA ÓPTICA, BUENO EL SISTEMA NO SE CAE FUNCIONA BASTANTE BIEN, EL COSTO ECONÓMICO, TIEMPO DE RESPUESTA A RECLAMO SOLAMENTE ESO.	Buen servicio/ eficiente,Buen servicio de internet/ rápido/ estable,Servicio estable/ no se cae,Buenos precios	VALPARAISO	GERENTE GENERAL
U5R2cmsHRBhe	PYME	Mas	REGIONES	Mujer	6	ME CUESTA ENCONTRARLOS A VECES, QUE ME CONTESTE ALGUIEN PARA QUE ME DEN RESPUESTA.	No tiene contacto con los clientes/ difícil contactarse con la cia.	LOS ÁNGELES/ OCTAVA	DIRECTORA
qpxkITAJvhpI	PYME	AV	REGIONES	Hombre	7	PORQUE ACTUALMENTE CUANDO TENGO UN INCONVENIENTE LO RESUELVEN RÁPIDO, ES DECIR EN CONECTIVIDAD, QUE ES LO QUE YO NECESITO, ESTAR CONECTADO SIEMPRE.	Soluciones rápidas,Buena señal	NOVENA	PROPIETARIO
vbp4bgnW00s2	MICRO	Mas	REGIONES	Hombre	6	"PORQUE EN ALGUNOS MINUTOS SE DESCONECTA; NADA, SE DESCONECTA, QUEDAMOS SIN INTERNET, COMO QUE SE PEGA; NADA"	Se cae el servicio/ se corta/ intermitente	LA SERENA	DUEÑO
MAZRQGr4Cnna	MICRO	Mas	SANTIAGO	Hombre	6	HAY PERIODOS EN LAS ULTIMAS SEMANA O REGULARMENTE HAY DÍAS QUE EL SERVICIO DIRECTAMENTE SE CORTA, SE PIERDE ESO DURA NO SE PUEDE DURAR UNA HORA MEDIA HORA Y DESPUÉS VUELVE SIN PROBLEMA, PERO NO HAY LLAMADAS TELEFÓNICAS AVISANDO NO TENGO INFORMACIÓN DE LA EMPRESA DE PORQUE OCURRE, NI DESCUENTOS QUE SE HAGAN TAMPOCO POR EL MISMO SERVICIO, SE CORTA EN TODO, COMO NOSOTROS TENEMOS UN SISTEMA QUE ES ÚNICO, SI SE CORTA EL TELÉFONO SE CORTA EL INTERNET.	Se cae el servicio/ se corta/ intermitente,Falta información	PROVIDENCIA	NA
qXhettpeLFME	PYME	Mas	SANTIAGO	Hombre	5	HAY OCASIONES A PESAR DE TENER FIBRA ÓPTICA, HAY OCASIONES LAS CUALES HAN HABIDO PROBLEMA DE CONEXIÓN Y HEMOS TENIDO QUE LLAMAR Y ESO NO ES CIEN POR CIENTO LOS SIETE DÍAS A LA SEMANA, EN LA BANDA ANCHA DONDE HE TENIDO PROBLEMA, QUE A VECES PROBLEMAS DE DES CONEXIÓN SE CAE DIGAMOS Y POR BREVES INSTANTES PERO SE CAE Y HEMOS TENIDO QUE LLAMAR Y HAN TENIDO QUE EN ALGUNOS CASOS HAN SIDO PROBLEMAS TÉCNICOS DE ELLOS FUNDAMENTALMENTE.	Problemas de conectividad/ conexión/ comunicación,Se cae el servicio/ se corta/ intermitente	SANTIAGO	ADMINISTRADOR
V0VziucefBZe	PYME	Mas	SANTIAGO	Mujer	7	PORQUE ME ACABO DE ENTERAR AYER QUE TENÍAN PLANES MUCHO MEJORES DE LO QUE YO TENGO Y MUCHO MÁS BARATOS Y NO LO INFORMARON NUNCA, QUE HAY PLANES MUCHO MEJORES Y MÁS BARATOS.	Malos planes,Es caro/ planes caros	PROVIDENCIA	NA
9O4qrJ0o4Gup	GGEE	AP	SANTIAGO	Hombre	6	"PORQUE LE FALTA UN POCO MEJORAR LOS PRECIOS QUE HABÍA, PARA QUE TENGA EL 7 QUE TIENE MOVISTAR. PORQUE MOVISTAR SI TRABAJA SÚPER BIEN Y TODO, PERO NOS DAN UN BENEFICIO DE COMO SOMOS CLIENTES CON ELLOS NOS DAN UN PRECIO PREFERENCIAL, EN CAMBIO ENTEL SE MANTIENE CON EL MISMO PRECIO Y NO HAY COMO NEGOCIARLO. MEJORAR LOS PRECIOS EN INTERNET LA BANDA ANCHA, POR EJEMPLO UN SERVICIO DE FIBRA ÓPTICA EN MOVISTAR PAGO 120 LUCAS Y ENTEL CASI 300 LUCAS AL MES. SON SOLO PROBLEMAS DE LOS COSTOS, PORQUE EL RESTO SÚPER BIEN, TENGO BUENA COBERTURA; SI ESTOY EN PUNTA ARENA Y NECESITO FIBRA ÓPTICA E INTERNET BANDA ANCHA LLEGA SIN NINGÚN PROBLEMA, PERO OTRAS COMPAÑÍA NO LLEGAN."	Es caro/ planes caros,Buena cobertura,Buen servicio de internet/ rápido/ estable	SANTIAGO, CUDAGUELO	ADMINISTRADOR DE REDES
cdGXxNMDlGFy	MICRO	Mas	SANTIAGO	Mujer	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA, NO ME FALLA Y CUANDO TENGO ALGÚN PROBLEMA QUE SE CAE UN CABLE O ALGO ME RESPONDEN DE INMEDIATO, MÁS QUE NADA ES POR LA BUENA RESPUESTA QUE SIEMPRE HE TENIDO.	No ha tenido problemas/ conforme/ todo bien,Soluciones rápidas,Buenas respuestas/claras	NAPUL	NA
TTTymaiC8oaY	PYME	Mas	NS/NR	Mujer	7	POR LA VELOCIDAD DEL INTERNET QUE ME PERMITE LA CONEXIÓN DE A LO MENOS SIETE PROFESIONALES, CON LA TELEFONÍA FIJA NO HE TENIDO NINGÚN PROBLEMA Y LA RAPIDEZ DE SOLUCIONAR ALGÚN PROBLEMA, CUANDO ME HE TRASLADADO DE OFICINA.	Buen servicio de internet/ rápido/ estable,Soluciones rápidas,Buen servicio de telefonía	SANTIAGO CENTRO	NA
cS3jKpG7WAfy	GGEE	AV	REGIONES	Mujer	6	LO QUE PASA ES QUE HAY VECES QUE  TENIA PROBLEMAS CON EL TEMA DE LA LINEA Y SE DEMORABAN UN POCO EN ARREGLARLA, PORQUE A VECES TENÍAMOS INCONVENIENTES CON LA LINEA Y SE DEMORABA MUCHO EN DAR UNA RESPUESTA O EN VENIR ESPECÍFICAMENTE EN LOS TELÉFONOS FIJOS PORQUE LA LINEA SE CAÍA O DE AFUERA CORTABAN LOS CABLES ENTONCES EN VENIR A REPONERLA SE DEMORABAN.	Demora en soluciones	IQUIQUE	TESORERA
BAaDm6LYEYZ5	PYME	Mas	REGIONES	Mujer	6	PORQUE ME PARECE BIEN LA ATENCIÓN Y TODO DE REPENTE EL INTERNET SE PONE UN POCO LENTO PERO NADA. LA ATENCIÓN QUE UNO TIENE CON EL PERSONAL. LA VELOCIDAD DEL INTERNET.	Buena atención/ amables,Buen servicio de los ejecutivos/ apoyo/ atención,Buen servicio de internet/ rápido/ estable	RANCAGUA	DUEÑA
yz3l1RpVuG0t	MICRO	Mas	SANTIAGO	Hombre	7	"PORQUE NUNCA ME FALLA; EN EL NO FALLA NI LA INTERNET, NI LA TELEFONÍA FIJA."	Buen servicio/ eficiente,Funciona bien,Buen servicio de internet/ rápido/ estable,Buen servicio de telefonía	COMUNA DE SANTIAGO	REPRESENTANTE LEGAL Y DUEÑO
NQ7DQWtKN9Ob	PYME	Mas	SANTIAGO	Mujer	6	"PORQUE SERIA PERFECTO SI ES QUE CONTESTARAN LAS LLAMADAS, CUANDO UNO LOS REQUIERE EN CASO DE EMERGENCIA. A VECES TENGO PROBLEMAS CON EL TEMA DE INTERNET QUE ESTA LENTO, SE SUPONE QUE LA CAPACIDAD QUE SE CONTRATO ES PARA QUE ESTÉN ENTRE 5 Y 6 COMPUTADORES FUNCIONADO, Y A VECES HAY 2 FUNCIONANDO Y ESTA SÚPER LENTO. ENTONCES UNO LLAMAR PARA SABER QUE PASA, Y SE DEMORAN, TE TRAMITAN, TE DEJAN PARA UN LADO, TE TOCA HABLAR CON OTRA PERSONA Y ASÍ SE LLEVAN; AL FINAL LA ATENCIÓN NO ES DIRECTA O NO ES RÁPIDA."	Mal servicio de los ejecutivos/ atención/ contacto,Mal servicio internet/ se cae/ lento/ falla,Mala atención	MAIPU	REPRESENTANTE LEGAL
0gA9Zj9zzcAI	PYME	MV	SANTIAGO	Hombre	5	POR QUE HEMOS TENIDO INCONVENIENTES, EN LAS INSTALACIONES, INSTALACIONES EN LOS SERVICIOS QUE SE HAN SOLICITADO, ESO LA DEMORA.	Mala instalación	SANTIAGO COMUNA LOS CONDES	ADMISNYRADOR
ZJOXet0KUvT5	PYME	Mas	SANTIAGO	Hombre	5	PORQUE HEMOS TENIDO EPISODIOS QUE SE NOS CAE EL INTERNET, PRINCIPALMENTE POR ESO POR EL INTERNET.	Mal servicio internet/ se cae/ lento/ falla	SANTIAGO, CENTRO	NA
mm2LYhTSPSwS	PYME	Mas	SANTIAGO	Hombre	6	PORQUE SIEMPRE, SE PUEDE MEJORAR, NO SE LO QUE SE LE OCURRA A LA COMPAÑÍA, NO SE ME OCURRE	No es perfecto/ podría ser mejor	SANTIAGO	GERENTE COMERCIAL
WUslPBVNKxNV	MICRO	Mas	REGIONES	Hombre	5	NO EXISTE UNA PLATAFORMA DE ATENCIÓN A CLIENTES FÍSICA EN LA REGIÓN, EN LA CIUDAD DE PUNTA ARENA Y PORQUE LLEVO MUCHOS AÑOS CON LA EMPRESA Y POR UN TEMA DE COBERTURA NO ME HE CAMBIADO A OTRA COMPAÑÍA, ME REFIERO QUE EL LUGAR DONDE YO TRABAJO, ES PRÁCTICAMENTE SOLO COBERTURA DE ENTEL.	No tiene contacto con los clientes/ difícil contactarse con la cia.,Única opción/ alternativa	PUNTA ARENA	GERENTE GENERAL
