encriptado	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?	SEG_CORFO	SEG_GOL	Ciudad_comuna	sex_enc	Regionx	Rubro
2qTjdqFlRH3s	7. Muy satisfecho	por que no ha tenido problemas y cuando ha tenido algun problema solucionan rapido y lo intalaron bine	MEDIANA	Mas	iquique tarapaca	Mujer	REGIONES	venta de autos usados
Vp2rg4uKkZuT	6	PORQUE EN EL ENLACE DE FIBRA OPTICA NO TENGO NINGUN PROBLEMA.HAN ATENDIDO LAS EMERGENCIAS RAPIDO.HAN RESPONDIDO RAPIDO. HA SIDO BUENO EN ESE SENTIDO EL SERVICIO.	GGEE	AV	VITACURA	Hombre	SANTIAGO	FINANCIAMIENTO AUTOMOTRIZ.
VRXHLTz3T8hV	3	MAL SERVICIO, CORTE FIBRA OPTICA DIA POR MEDIO, SE CAE LA SEÑAL	MEDIANA	MP	QUILICURA	Hombre	SANTIAGO	METALMECANICA
CkaE01ZdhkDj	1. Muy insatisfecho	PORQUE TENGO PROBLEMA CON INTERNET Y CON EL CABLE, MUCHA INTERMITENCIA, SE CORTA LA SEÑAL, TENGO QUE LLAMAR A SERVICIO TECNICO Y PASAN COMO 30 DIAS, YO LO ARREGLO CON TANTAS VECES QUE HAN VENIDO, LE COBRAN MAS DE LO QUE DICE EL CONTRATO, LO TENGO HACE COMO 3 AÑOS Y EL CHICO QUE ME VENDIO EL SERVICIO ME DIJO QUE IBAN A SER 34 O 35 FIJO Y ME LO SUBIERON A 46.	MICRO	Mas	LAS CONDES	Hombre	SANTIAGO	CAPACITACIONES
BtPe9tyDf0Zx	6	"PORQUE EL SERVICIO EN GENERAL FUNCIONA BIEN; SI ABARCAMOS EL ÁREA TÉCINA COMO PRODUCTO POR LO MENOS CONSIDERO QUE HA SIDO ESTABALE, HA TENIDO POCAS FALLAS SI LO VEMOS EN ESE ÁMITO. EL ÁREA COMERCIAL ES VARIABLE PORQUE VARÍA MUCHO EL TEMA DE EJECUTIVO Y ESA CUESTIÓN SIEMPRE YO LA CRITICO."	PEQUEÑA	AV	PICHILEMU	Hombre	REGIONES	TELEVISIÓN POR CABLE SERVICIOS DE CONECTIVIDAD DE INTERNET
evEDHUpb3Uwx	3	PORQUE FUNCIONA TODO A MEDIAS, LA INTERNET DE LA OFICINA ES DE FIBRA OPTICA IBA A TENER UN MEJOR ALCANCE Y NO ES ASI SIMPLEMENTE NO FUNCIONA, ESTAMOS HACE MUCHO RATO, NOS VIVEN CAMBIANDO EL EJECUTIVO NO TENGO A DONDE DIRIGIRME CUANDO SOLICITAMOS ALGO, SIEMPRE LO CAMBIAN NUNCA ME SOLUCIONAN NADA NUNCA LOS UBICO	MEDIANA	MV	ANTOFAGASTA	Mujer	REGIONES	SERVICIOS MINEROS
IWHD8nmNTvhV	6	PORQUE NO ES ANDA PERFECTODA, ASTENCIA COMECIAL CUANDO ERA PRESENCIAL NO ES MAYOR EXPERECIA	PEQUEÑA	Mas	ANTAFOGASTA	Hombre	REGIONES	INGENIERIA
TP9CQuKCZWJC	5	PORQUE CONSTANTEMENTE SE ME BAJA EL SERVICIO Y TENGO QUE ESTAR LLAMANDO POR TELEFONO Y TENGO QUE ESPERAR QUE VAYA UN TECNICO Y LO VEA.	PEQUEÑA	MV	ÑUNOA	Mujer	SANTIAGO	CONTABILIDADES
uMseEHBdYE5S	1. Muy insatisfecho	SE CAE EL SERVICIO, NO ESTA FUNCIONANDO EN ESTOS MOMENTOS EL DE ESTACION CENTRAL	MICRO	MP	IQUIQUE Y SANTIAGO	Hombre	REGIONES	VENTA DE ROPA USADA
ZIu3YMLs7n3Y	7. Muy satisfecho	TIENE UN BUEN SERVICIO, NO FALLA Y LAS POCAS VECES QUE HE TENIDO QUE CONTACTARME CON ALGÚN EJECUTIVO, ME RESPONDEN RÁPIDAMENTE. TIENE UN BUEN SERVICIO EN CONECTIVIDAD, SERVICIO AL CLIENTE, CLARIDAD DE LA BOLETA, LO QUE CONTRATÉ SE CUMPLE EN CUANTO A LA VELOCIDAD, POR EJEMPLO.	PEQUEÑA	Mas	PROVIDENCIA, SANTIAGO	Hombre	SANTIAGO	SERVICIOS MÉDICOS
XFf8M7XTf4Nq	7. Muy satisfecho	NUNCA HE TENIDO PROBLEMAS CON ENTEL	MICRO	AV	PUERTO MONTT	Hombre	REGIONES	TELECOMUNICACIONES
gc9ExY9PIlNA	6	"PORQUE ES BUENO; ES ESTABLE, EL PRECIO ES RAZONABLE Y LA POST VENTA ES RÁIDA, PERO LA VELOCIDAD PODRÍA SER MEJOR."	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	CONSULTORIA
kTkLMVQOf8zu	7. Muy satisfecho	porque no tenemos problemas de conexion el servicio es muy bueno, que no se cae la conectividad.	PEQUEÑA	Mas	Providencia	Hombre	REGIONES	Estudio de Meracdo
nqGUovGjPaGf	6	PORQUE AVECES SE CAE LA CONEXION DE INTERNET	MICRO	Mas	PROVIDENCIA	Mujer	SANTIAGO	INFORMATICA
JNZ91CHx3c9v	6	EN GENERAL HA SIDO BUENO EN QUE NO TIENE INTERRUPCIONES MAYORES, SALVO CONTADAS EXCEPCIONES.	MEDIANA	Mas	CONCEPCIÓN	Hombre	REGIONES	SERVICIOS INDUSTRIALES
BAk5HWeKZucM	6	PORQUE EN REALIDAD ES UNO DE LOS SERVICIOS MAS COSTOSOS DEL MERCADO PERO SE COMPENSA CON LO TECNICO. QUE TIENEN BUENA PLATAFORMA BUEN SERVICIO TECNICO, BUENA SEÑAL BUEN SPORTE, MAS COBERTURA A NIVEL NACIONAL	PEQUEÑA	Mas	CONCEPCION	Hombre	REGIONES	VENTA Y REPARACION DE RADIADORES
ikPyDaEcaZB1	6	PORQUE A VECES SE HA CAIDO EL SISTEMA, EN INTERNET.	MICRO	Mas	NUÑOA	Mujer	REGIONES	PIZZERÍA
ZlMoPoOTVB63	7. Muy satisfecho	"TENEMOS BUENA CONECTIVIDAD TANTO EN INTERNET COMO EN TELEFONÍA CELULAR Y FIJA, BUENO, LA FIJA SE USA POCO PERO LO QUE ES CELULAR E INTERNET FUNCIONA BASTANTE BIEN; TODO LO QUE TIENE QUE VER CON EL ACCESO A LA PLATAFORMA, EL SERVICIO FIJO TAMBIÉN ES SÚPER FÁCIL Y AMIGABLE, NO HAY MUCHO PROBLEMA, ESTÁ TODO CLARO EN CUANTO A LAS FACTURAS POR PAGAR, LAS  POR VENCER, LAS ELECTORIAL, SE PUEDE PAGAR EN LÍNEA."	PEQUEÑA	Mas	PROVIDENCIA SANTIAGO	Hombre	SANTIAGO	INSTALACIÓN Y GESTIÓN DE COMPUERTAS HIDRÍCAS
EwZuQunUqiQ6	7. Muy satisfecho	MUCHOS INCONVENIENTES EN EL SISTEMA,LOS COSTOS NO VAN DE ACUERDO AL SERVICIO PRESTADO.	PEQUEÑA	MV	ÑUÑOA	Mujer	SANTIAGO	MANTENCION DE ASCENSORES
3KbuyGBJyNSt	6	Porque no he tenido muchos problemas.	PEQUEÑA	MP	prividencia	Hombre	SANTIAGO	Aseo
I1JAmgfrAv9F	5	PORQUE LA FACTURACION QUE EMITEN A VECES ES UN POCO DESORDENADA PORQUE EMITEN DIFERENTES FACTURAS Y SE TE JUNTAN Y ES COMPLICADO	PEQUEÑA	Mas	VITACURA	Hombre	REGIONES	MECANICA
UAM37wj1xqXY	5	servicio es malo,telefonia fija no hay problema pero internet es lento	MEDIANA	Mas	Hanga roa, isla de pascua	Mujer	REGIONES	hotelero/ turistico
lcueO0dHpuKh	6	PORQUE YO CREO QUE HAY COSAS QUE PODRIAN MEJORARSE Y DE ECHO HAY COSAS QUE UNO PIDE HACER Y SE DEMORAN MUCHO POR EJEMPLO YO QUIERO VER EL TEMA DE LOS PLANES Y HE LLAMDO POR TELEFONO NO ME ESTAN PRESTANDO MUCHO PERO EN SERVICIO EN GENERAL TIENEN SUPER BUEN SERVICIO	MICRO	Mas	RENCAGUA	Mujer	REGIONES	SERVICIO DE SPA
yoDGOtUpYbbj	5	PORQUE EN LOS MOMENTOS MENOS OPORTUNOS SE CAE EL SISTEMA, LA VELOCIDAD HA EMPEORADO EN ESTE PERIODO DE PANDEMIA DE LO QUE YO REALMENTE TENÍA CONTRATADO POR LO TANTO ME VEO PERJUDICADA Y LA CUOTA DE LA CUENTA SIGUE COBRANDOSE IGUAL, ENTONCES NO VEO NINGÚN BENEFICIO, MÁS QUE YO TENGO QUE AGUANTAR LOS PROBLEMAS QUE TENGA.	MICRO	MV	SANTIAGO	Mujer	SANTIAGO	SERVICIOS DE MANTENICIÓN VIAL
qXhettpeLFME	5	SIEMPRE HA HABIDO PROBLEMAS CON LA FACTURA,COBRAN DE MAS , COBRAN 2 VECES	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	ASESORIAS DE INVERIONES
cRXLGy7G2VwV	5	"PORQUE ES BUENO, PERO SIEMPRE TIENE PARA MEJORAR EL SERVICIO AL CLIENTE; EL EJECUTIVO SE DESAPARECE A CADA RATO."	MEDIANA	MV	LAS CONDES	Hombre	SANTIAGO	FARMACEUTICO
5ON7JurNqUyl	7. Muy satisfecho	PORQUE NO HE TENIDO PROBLEMAS Y CUANDO LOS HE TENIDO SIEMPRE HAN RESPONDIDO DE FORMA RÁPIDA, NO HE TENIDO PROBLEMAS EN LA CONEXIÓN, FORMAS DE PAGO Y LA ATENCIÓN DE SERVICIO AL CLIENTE ES MUY EFECTIVA EN LA SOLUCIÓN DE LOS PROBLEMAS O YA SEA LAS INQUIETUDES QUE UNO TENGA EN RESPONDER EN TIEMPO PRUDENTE.	PEQUEÑA	MP	COQUINBO	Mujer	REGIONES	CORREO
BQcd9a7eWqjJ	4	PORQUE HE HECHO VARIOS REQUERIMIENTOS Y NO LOS HAN RESUELTOS SOBRE CONTRATACIÓN DE SERVICIOS, IMPLEMENTACIÓN DE NUEVOS SERVICIOS DE ENTEL Y DICEN QUE NO HAY FACTIBILIDAD Y ES RIDÍCULO PORQUE TENGO LOS MISMOS SERVICIOS Y NO DAN RESPUESTA.	MICRO	MV	RANCAGUA	Hombre	REGIONES	DISEÑO, DESARROLLO DE PÁGINA WEB Y TELECOMUNICACIONES.
rSR0D2OuhIpj	4	PORQUE LA POSVENTA ES PESIMA, CERO PREOCUPACIÓN POR LOS CLIENTES, NO HEMOS VISTO MEJORAS Y LLEVAMOS 7 AÑOS, NOSOTROS ATRAVES DE AMIGOS, HEMOS VISTO LA MEJORA DE SUS PLANES AL HACER LA GESTION, Y NOSOTROS SE A MEJORADO MUY POCO HEMOS TENIDO QUE LLAMAR, HEMOS TENIDO QUE HACER MUCHOS PROCESOS PARA LOGRAR ESA MEJORA, Y AL HACER LA GESTION PROPIA SIGNIFICA UNA ABAJA EN LOS PRECIOS UNA BAJA EN EL INTERNET MUCHAS COSAS, Y MIENTRAS NOSOTROS NO HACEMOS EL LLAMADO, NO HACEMOS LA GESTION ENTEL NO HACE NADA, EN LA PARTE DE LA TELEFONIA GENERALMENTE SE NOS CORTA Y LA TELEFONIA ESTA RELACIONADA CON EL INTERNET, ENTONCES NOS QUEDAMOS EN LA OFICINA SIN INTERNET, PORQUE LA TELEFONIA SE CORTA MUCHAS VECES, LAS RAZONES NO LAS CONOZCO TECNICAMENTE	MEDIANA	MV	LAUTARO	Hombre	REGIONES	INDUTRIALES DE LA MADERA
gCqZsJAitXnT	6	PORQUE ME HAN CORTADO LOS SERVICIOS, CUANDO LA BANDA ANCHA TENÍA PROBLEMAS MUCHA LENTITUD.	MICRO	Mas	CAUCAGUANO	Mujer	REGIONES	TRANSPORTE Y ARRIENDO DE MAQUINARIA
9O4qrJ0o4Gup	7. Muy satisfecho	PORQUE CADA QUE LLAMO A LA EJECUTIVA QUE TENGO ASIGNADA SABE COMO SOLUCIONAR O SI NO , ME DICE TE LLAMO EN 2 HORAS MAS Y TE CONFIRMO . ES SUPER ESTABLE LA RED . LOS PRECIOS SON BASTANTE COMPETITIVOS .	GGEE	AP	SANTIAGO AEROPUERTO	Hombre	SANTIAGO	VENTA DE ALIMENTOS Y ARTICULOS AL POR MENOR
iuyaS7irkkqW	4	PORQUE POR TODO ESTE TEMA DE LA PANDEMIA SE TARDAN MUCHO EN RESPONDER , NO HAY SOLUCIONES RAPIDO,VA MAS ENFOCADO A QUE NOS CAMBIAMOS DE OFICINA Y QUE EL TIEMPO DE REACCION NO FUE TAN RAPIDO PERO FUE DENTRO DE LO NORMAL.	PEQUEÑA	Mas	ÑUNOA	Hombre	SANTIAGO	EMBARCADOR
uD1wC2StkSfZ	3	"PORQUE PEDÍ SUSPENSIÓN DEL SERVICIO EN VARIAS OPORTUNIDADES Y NO LO REGISTRARON CUANDO EL LOCAL ESTABA CERRADO, ME COBRARON TODOS LOS MESES DOS VECES; SE CAE CON FRECUENCIA, ES MUY LENTO EL INTERNET PARA LO QUE ELLOS PROMETIERON, MUY LENTO EL INTERNET."	MICRO	Mas	PROVIDENCIA	Mujer	REGIONES	VENTAS DE ROPA
j8gxAwQoOX1K	6	"PORQUE EN GENERAL EL FUNCIONAMIENTO ES BIEN; O SEA EN GENERAL, NO SOLAMENTE EL SERVICIO DE INTERNET SINO QUE TABIÉN LA RELACIÓN CON LOS EJECUTIVOS Y EN GENERAL CON CUALQUIER SOLICITUD QUE TENGAMOS. NO LE PONGO LA NOTA MAXIMA PORQUE HEMOS TENIDO ALGUNOS PROBLEMAS QUE HAN HECHO QUE SE GENEREN ALGUNAS TRAVAS, ALGUNOS TEMAS QUE NO PERMITEN QUE LA COSA FLUYA MUCHO MÁS RÁPIDO, HEMOS TENIDO ALGUNOS PROBLEMAS DE FACTURACIÓN POR PARTE DE ELLOS, EN GENERAL ALGUNOS PROBLEMAS INTERNOS Y ES MUY LENTA SOLUCIÓN."	GGEE	AV	LAS CONDES	Hombre	SANTIAGO	INMOBILIARIA
HsiglQoprPWu	7. Muy satisfecho	PORQUE NO HEMOS TENIDO PROBLEMAS COMO CON OTRAS COMPAÑIAS HEMOS CAMBIADO DE COMPAÑIA PORQUE  HEMOS TENIDO PROEBLAS DE CONECTIVIDAD	MICRO	Mas	SANTIAGO VIÑA DE MAR	Hombre	SANTIAGO	TRANSPORTE AUTOMOTRIZ
o0J7PdFMuNlT	6	porque en general tiene buena señal y las cuentas son bastates claras que se entienden todos los cobros.	PEQUEÑA	Mas	La Condes Santiago	Mujer	SANTIAGO	Consultas Medicas
m6wf1eemwZ0M	6	"PORQUE A PARTE UN PAR DE DETALLES QUE POR LO GENERAL SON HUMANOS MÁS QUE DE OPERACIÓN, MATERIAL HUMANA, NETAMENTE MATERIAL HUMANO PORQUE POR LO GENERAL LOS ERRORES QUE HEMOS TENIDO CON ENTEL HAN SIDO DE EJECUTIVOS Y DE MALA PERCEPCIÓN DE LO QUE EL CLIENTE QUIERE PERO TODAS LAS VECES HA SIDO POR UN TEMA DE EJECUTIVO, NO ES POR UN TEMA DE QUE EL SERVICIO ES EXPEDITO Y NO LO HAGA, AL FINAL DE CUENTA ME ATENDIÓ OTRA PERSONA Y VOLVIMOS A LO MISMO QUE NECESITÁBAMOS DE LA MANERA EN QUE YO LO QUERÍA, ES UN TEMA HUMANO; ANDA BASTANTE BIEN, SERVICIO, RESPUESTA, LA ENTREGA DE SERVICIO."	MICRO	MV	SANTIAGO CENTRO	Hombre	SANTIAGO	VENTA DE MATERIALES ELÉCTRICOS
Pe0HoVSTDOnp	7. Muy satisfecho	POR QUE SIEMPRE QUE HAGO SOLICITUD ES RAPIDO ME CAMBIARON DE VELOCIDAD POR EL MISMO PRECIO	MICRO	Mas	PROVIDE4NCIA	Mujer	SANTIAGO	SALUD
EyR6DhSQbN4i	6	PORQUE NO HE TENIDO PROBLEMA HASTA AHORA, NO SE HA CAÍDO EL INTERNET EN LOS PICK DE PANDEMIA.	PEQUEÑA	Mas	PROVIDENCIA	Mujer	SANTIAGO	CONSULTORÍA
GVLx7qnjUfWN	6	POR EL SERVICIO DE ATENCIÓN AL CLIENTE TODO ES AUTOMATIZADO, QUE FINALMENTE ES A TRAVÉS DE UNA CENTRAL PARA PODER COMUNICARSE	MICRO	Mas	ÑUÑOA	Hombre	SANTIAGO	OBRAS MENORES COMERCIALIZACION DE PRODUCTOS
uyx0INhtTBbr	7. Muy satisfecho	NO TIENE FALLA, TODO ESTA BIEN.	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	TRANSPORTE MARITIMO INTERNACIONAL
LGuXSB6Fdj2a	5	ESTOY PIDIENDO UN TRASLADO DE SERVICIO Y NO HAN DADO LA SOLICITUD NO ME HAN DADO ESO A CAMBIAR LOS SERVICIOS A OTRO DIRECCION NO ESO ES LO PUNTUAL LO DEMAS TODO BIEN Y ESTOY ESPERANDO UNA SEMANA Y NO HAN CONTESTADO	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	ASESORIA
lduB4MENmap4	6	PORQUE FUNCIONAN BIEN, PERO NO PERFECTO. PORQUE FUNCIONA BIEN EN EL SERVICIO QUE PRESTAN.	MICRO	Mas	VITACURA	Mujer	SANTIAGO	BOUTIQUE
NTnWbzXlarGM	5	A veces tiene problemas de conexión se cae las conexión y tiene problemas de velocidad, se cae dos veces a la semana pero necesitamos internet el sistema de ventas genera problemas a veces.	PEQUEÑA	Mas	viña del mar	Hombre	REGIONES	ferreteria
lMXTVR2iAUEX	7. Muy satisfecho	POR LA VELOCIDAD EL SISTEMA NO SE PEGA, FUNCIONA BIEN, LA BOLETA SE EMITE DE MANERA RAPIDA, NO TENGO PROBLEMAS CON LOS SERVICIOS	PEQUEÑA	Mas	CONCEPCION	Mujer	REGIONES	VENTA DE CALZADO
RPdZjfNWfB2d	3	Porque no responde cuando uno uno los llama, me tienen el intenet pesimo en el local	PEQUEÑA	Mas	Providencia	Mujer	SANTIAGO	Articulos médicos
Ty2OUZubZr1x	6	PORQUE A VECES, RARA VEZ HAY INTERMITENCIA EN INTERNET EN QUE BAJA COMO LA COBERTURA Y SE PONE LENTO O HAY PROBLEMA DE SEÑAL.	MEDIANA	AP	COPIAPÓ	Mujer	REGIONES	OBRAS CIVILES Y FERRETERÍA
Qukl4T5OwsLL	6	NUNCA SON ESTABLES LAS PRESTACIONES DE SERVICIO, HAY VECES QUE LA BANDA ANCHA ANDA LENTO.	PEQUEÑA	Mas	CALAMA	Hombre	REGIONES	SERVICIOS ODONTOLOGICOS
9GUeM9j2R6GH	1. Muy insatisfecho	POR QUE ENTEL ES PURA  PUBLICIDAD ENGAÑOSA ,POR QUE NO FUNCIONA EL  INTERNET,  NI EL  WIFI, ME HICIERON UN CONTRATO DE 3 AÑOS Y DESPUES ME SALIERON DICEINDOME QUE ERA POR 2 AÑOS,NO ME RESPODINDEN, NO ME SOLUCIONAN,  ESTAMOS INSATISFECHOS CON LA EMPRESA//NO DA MAS INFORMACION	GGEE	AV	ARICA	Hombre	REGIONES	CORPORACION
CHmNcEGihVsM	5	PORQUE LA VELOCIDAD CAE Y DERREPENTE CAIDAS DE SEÑAL DE INTERNET DERREPENTE NO TENEMOS INTERNET PORQUE SE CAE EL SISTEMA DIGAMOS	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	CONSTRUCCION
mzfmuUJXN7Gv	6	ALGUNOS ASPECTOS COMERCIALES CON PROBLEMAS	GGEE	AV	SANTIAGO	Hombre	SANTIAGO	AGROINDUSTRIA
CLASNdvKlENF	5	PORQUE HA MEJORADO LA ATENCIÓN, PERO LA RED NO ES MUY ESTABLE AVECES.	PEQUEÑA	Mas	LAS CONDES	Hombre	SANTIAGO	CLINICA
ImmYQF7us23Y	6	"PORQUE NO TENGO NINGÚN PROBLEMA CON EL SERVICIO, SI CON LA FACTURACIÓN HE TENIDO ALGUNOS PROBLEMAS; QUE SE HAN DUPLICADO EL COBRO."	PEQUEÑA	Mas	SANTIAGO CENTRO	Hombre	SANTIAGO	TECNOLOGÍA
KWUXyQhtUUYK	7. Muy satisfecho	PORQUE NO HA DADO MUY BUEN SERVICIO Y TIENE COBERTURA DONDE TRABAJAMOS NUNCA NOS HA FALLADO EL SERVICIO	PEQUEÑA	Mas	IQUIQUE	Mujer	REGIONES	SERVICIOS DE INSTALCIONES
L5bg0u84u33Y	7. Muy satisfecho	por que nunca a tenido a problemas con entel es una excelente compañia cualquier incoveniente lo solucionan rapidamente	MICRO	Mas	santiago	Mujer	SANTIAGO	publicidad
aQl4cjpIEBnG	4	porque me ofrecieron unos productos y después terminaron siendo de otra manera.	PEQUEÑA	AV	providencia	Mujer	SANTIAGO	capacitación
uN6FOGiIrBX1	2	HOY DIA ESTUVIMOS 3 HORAS SIN SERVICIO, EL SERVICIO DE ENTEL, CAYO, MUCHA IMPROVISACION DE LA PARTE TECNICA, MAL HORARIO DE TRABAJO. EN OTROS PAISES MAS DESARROLLADOS ESTO SE REALIZA ES EN LAS NOCHES SIENDO QUE TRABAJAN 24/7 Y LO HICIERON MAL. A LAS 11 O 12 AM. ESO ES UN MAL SERVICIO.	MICRO	Mas	VALDIVIA	Hombre	REGIONES	TELECOMUNICACION, INFORMATICA DATA CENTER
V9aq1mHVaKmx	3	PORQUE EL PLAN QUE ME PROMETIERON, NO ES EL QUE ME INSTALARON. ENTONCES, LUEGO TUVE QUE RECLAMAR INCONTABLES VECES, HASTA QUE, FINALMENTE, HACE 1 MES ATRÁS HICIMOS UN AJUSTE EN LA TARIFA EN BAJARME EL PRECIO.	MICRO	Mas	LAS CONDES	Hombre	SANTIAGO	ALIMENTACIÓN
rJ2wHjKGNnM1	5	PORQUE CREO QUE EN EL CASO DE ENTEL ELLOS DEBERIAN DE ALGUNA MANERA IR EVALUANDO A LSO CLIENTES DE ACUERDO A SUS REQUERIMIENTOS Y NO QUEDARSE CON LA IDEA QUE CUANDO UNO ESTA DE ALGUNA MANERA CONTRADO CON ELLOS ESTA COARTADA, ESO ES OBVIAMENTE ES UNA MALA GESTION COMERCIAL QUE NO HAY PREOCUPACION CON LOS NUEVOS PRODUCTO ETCETERA ETCETERA.	PEQUEÑA	Mas	SANTIAGO CENTRO	Hombre	SANTIAGO	SERVICIOS
I4TFWEWdZ5ZN	6	PORQUE SI NO FUERA QUE LA SEÑAL SE CAE DARIA 7 SE HA CAIDO UNAS VECES EL INTERNET, EL SERVICIO TECNICO NO ES EXPEDITO SE DEMORAN	MICRO	Mas	ESTACION CENTRAL	Hombre	SANTIAGO	VENTAS AL POR MAYOR
hdoBegBIIkA9	6	"PORQUE ME PRESTAN EL SERVICIO QUE CORRESPONDE EN QUE, POR EJEMPLO, LA BANDA ANCHA CUANDO TENÍA VTR; LO CONECTABA Y ANDABA A 1 POR HORA Y CON ENTEL NO HE TENIDO ESE PROBLEMA DEL INTERNET DE SUBIDA Y BAJADA."	PEQUEÑA	MV	PROVIDENCIA	Hombre	SANTIAGO	ASESORÍAS TRIBUTARIAS Y LEGALES
FJdBRsS9p4XI	7. Muy satisfecho	PORQUE NO HE TENIDO PROBLEMAS, NO HE TENIDO PROBLEMAS DE TRANSMISIÓN DE DATOS, NO TENIDO PROBLEMAS CORTES, TODO BUEN SERVICIO.	GGEE	AV	SANTIAGO CENTRO	Hombre	SANTIAGO	TECNOLOGÍA
eoT09GWKaXZM	6	AVECES HAY SITUACIONES QUE NO TIENEN LA SOLUCION QUE COMO EMPRESA REQUIRIERAMOS POR EJEMPLO HACER ALGUNOS CAMBIOS DE RED FIJA A RED MOVIL	MEDIANA	AP	ECHICOLANTE	Hombre	REGIONES	SERVICIOS FORESTALES
ZImEJebUtfm6	7. Muy satisfecho	PRESTAN BUEN SERVICIO POR LA CALIDAD DEL SERVICIO DEL INTERNET Y TODO	GGEE	AV	LAS CONDES	Hombre	SANTIAGO	INGENIERIA DE EXPLOTACION
Ojn05SDpuOAS	7. Muy satisfecho	PORQUE HA SIDO BUENA LA EXPERIENCIA CON ELLOS AL SERVICIO	MICRO	Mas	SAN MIGUEL	Hombre	SANTIAGO	INGENIERIA Y DESARROLLO
drhKdelKgLZ8	7. Muy satisfecho	Porque el servicio es de muy buena calidad, es estable nunca se cae buena velocidad.	PEQUEÑA	MP	Copiapo	Hombre	REGIONES	Sondajes
Wi14JCDAE7d8	7. Muy satisfecho	PORQUE ESTOY MUY SATISFECHO UY TANTAS COSAS SERVICIO	PEQUEÑA	Mas	SANTIAGO PROVIDENCIA	Hombre	SANTIAGO	SERVICIOS INFORMATICOS
tpGM6m2I9xEI	7. Muy satisfecho	ATENCION, RESPONSABLES. CUANDO NECESITA ALGO LA ATIENDEN ENSEGUIDA.	PEQUEÑA	AV	SAN PEDRO DE LA PAZ	Mujer	REGIONES	SERVICIOS DE INGENIERIA
jhAKprFis8j7	6	"PORQUE TIENE MUCHA INTERMITENCIA EN EL SERVICIO; SE CAE MUCHO EL SERVICIO."	MEDIANA	MP	LAS CONDES	Mujer	SANTIAGO	CONSULTORIA IT SOLUCIONES SAP
OOs24CjNQD7W	7. Muy satisfecho	NO HE TENIDO INCONVENIENTE CON EL SERVICIO, AUNQUE COMO AHORA ESTAMOS TRABAJANDO DESDE CASA NO HEMOS PODIDO PROBARLO MUY BIEN EN LOS ÚLTIMOS MESES, PERO SI HA FUNCIONADO.	PEQUEÑA	Mas	PROVIDENCIA	Hombre	REGIONES	INFORMÁTICA
I581lpZ5IJEd	5	UN POCO LENTO SOBRETODO EN ESTE PERIODO, LENTO, NO ES LA VELOCIDAD QUE UNO REQUIRIERA.	PEQUEÑA	Mas	TALCÁ	Hombre	REGIONES	SERVICIO
ERPOd5eqZC9Y	6	PORQUE LE HAN PRESTADO UN BUEN SERVICIO Y NO HA TENIDO INCONVENIENTES, LA RED ES ESTABLE, ENTREGAN LA VELOCIDAD PROMETIDA	PEQUEÑA	Mas	SANTIAGO	Hombre	SANTIAGO	ASESORIAS CONTABLES
FCbhVkg1rLRp	7. Muy satisfecho	PORQUE NO HE TENIDO NINGÚN PROBLEMA, LA ATENCIÓN CUANDO HEMOS TENIDO ALGUNA DISCONTINUIDAD HA SIDO DURANTE EL DÍA Y EN GENERAL LOS VALORES QUE PAGAMOS SON RAZONABLES EN AMBOS, EN EL FIJA Y EN EL INTERNET BANDA ANCHA. NOSOTROS TENEMOS ESE SERVICIO PORQUE ES BASTANTE RÁPIDO, ESTÁ TAN BIE INSTALADO EN EL EDIFICIO, ES COMO EL SERVICIO MAS MASIVO QUE HAY EN EL EDIFICIO ENTONCES POR ESO TAMBIÉN LO TOMAMOS AL PRINCIPIO PERO ESTAMOS CONFORMES CON EL SERVICIO Y CON LA ATENCIÓN TÉCNICA.	PEQUEÑA	Mas	PROVIDENCIA	Hombre	SANTIAGO	ASESORIA A LA MINERIA
XFqDaqSqqcZD	6	PORQUE 7 ES MUY SATISFECHO A VECES HEMOS TENIDO PROBLEMAS DE QUEDAR SIN INTERNET PERO TODO SOLUCIONADO.	PEQUEÑA	MP	QUILICURA	Mujer	SANTIAGO	BAR RESTAURANT
4nxz0BOj7YTL	5	PORQUE LOS VALORES QUE COBRAN SON MUY ALTOS PORQUE HAY MEJORES PLANES, NO ME HE SENTADO A REVISAR PERO HAY MEJORES PLANES EN EL MERCADO EN RELACIÓN AL PRECIO QUE ESTOY PAGANDO YO EN ENTEL.	PEQUEÑA	Mas	TALCA	Mujer	REGIONES	IMPRENTA
