encriptado	SEG_GOL	sex_enc	P3 Pensando en su cuenta empresa, En general, con escala 1 a 7, donde 1 = Muy insatisfecho y 7 = Muy satisfecho, ¿Cuán satisfecho está usted con Entel?	P4 ¿Por qué evalúa con esa nota?
J26wsR6Op5tu	MV	Hombre	1	PORQUE EL SERVICIO SE CORTA, POR LO MENOS UNA VES A LA SEMANA TENGO PROBLEMAS CON ENTEL, CON EL QUE MAS TENGO PROBLEMAS ES CON UN INTERNET ESPECIAL PARA EMPRESAS DEDICADO Y NO ME QUIEREN MIGRAR A FIBRA ÓPTICA, ESTOY AUN CON CABLE DE COBRE Y EN LOS ÚLTIMOS SEIS MESES HE TENIDO DOS CORTES CON PROBLEMAS EN EL CABLEADO, Y ADEMAS PROBLEMAS DE CONECTIVIDAD YA QUE PARA MI EMPRESA ES VITAL LA PARTE DE INTERNET DONDE ES UNA CLÍNICA QUE SE VENDEN BONOS ELECTRÓNICOS, ATIENDE PACIENTES Y NO SE PUEDE ACCEDER A LOS SERVICIOS, Y ADEMAS ES UN SERVICIO QUE ES CARISIMO.
y1en1JNvSVPL	MasPrem	Mujer	7	PORQUE NO HEMOS TENIDO PROBLEMAS PUES CON EL INTERNET.
8gE9x4jYYAX5	MasPrem	Hombre	5	PORQUE EL INTERNET DE REPENTE ES MEDIO LENTO, ES QUE TRABAJÁBAMOS ARTO CON INTERNET EN FACTURACIÓN Y SE QUEDA PEGADO DE REPENTE, NO TOMA BIEN LA SEÑAL.
HRDPrNDAsd7H	MasPrem	Mujer	5	CONSULTAS, DE REPENTE NO TENEMOS RÁPIDA RESPUESTA, O SEA PARA EL SISTEMA, LA RAPIDEZ Y TODO ESO.
tmJeOyAsM0X5	MV	Mujer	6	PORQUE A VECES HAY PROBLEMAS COMO EN TODAS LAS EMPRESAS EN QUE EL WIFI DE REPENTE SE CAE
MyFgj5Au9UBh	MasPrem	Hombre	1	PORQUE EL CONTRATO QUE TENGO CON ENTEL INCLUÍA LA FIBRA ÓPTICA Y TELEFONÍA FIJA Y NOSOTROS NUNCA HEMOS REALIZADO UNA LLAMADA POR EL TELÉFONO Y EN CUANTO A LA FIBRA ÓPTICA HEMOS LLEGADO A TENER MAS DE TRES MESES SIN FIBRA ÓPTICA, Y EN INTERNET BANDA ANCHA CUANDO LLAMO Y HAN IDO A SOLUCIONAR LOS PROBLEMAS O HACEN NADA, Y HACE COMO TRES MESES NO ME LLEGA LA FACTURA CON EL COBRO PERO AUN TENEMOS EL CONTRATO
5r8z96Re3BPx	Mas	Hombre	6	POR QUE HE TENIDO UNOS PROBLEMAS EN TODOS LOS AÑOS QUE LLEVO CON ELLOS, MAS ALLÁ NO HE TENIDO NINGÚN INCONVENIENTE.
PtUwqCFBqIfZ	MV	Hombre	4	LA SEÑAL DONDE ESTAMOS INSTALADOS ES MUY BAJA LA SEÑAL DEL INTERNET Y DE LOS CELULARES SE CAE
6ryCDIX2UUx0	MasPrem	Hombre	5	PORQUE ES SUFICIENTE, PERO NO DESTACA, EN CUANTO A PRECIO, CALIDAD, ES NORMAL NO MAS, SUFICIENTE.
rhWWQiWqo2UL	MV	Mujer	7	PORQUE ESTOY SATISFECHA, ES DECIR ME AGRADA LA COMPAÑÍA EN CUANTO A SERVICIOS. ESTAMOS BIEN CON LA EMPRESA, NO HEMOS TENIDO INCONVENIENTE HASTA AHORA.
1st5BZfQWsgu	MasPrem	Mujer	5	EL SERVICIO AL CLIENTE NO ES MUY BUENO, NO TIENEN RESPUESTA RÁPIDA.
56PgXA4YQI8S	MV	Mujer	7	BUEN PRECIO, BUEN SERVICIO, BUENA POST VENTA Y LA CONECTIVIDAD ES EXCELENTE.
zGwSwzSnXyIp	AV	Mujer	4	POR LOS PRECIOS, LOS VALORES SON MENOS COMPETITIVOS QUE LA COMPETENCIA
dYUef2HfRobD	MV	Mujer	6	PORQUE NO HEMOS TENIDO PROBLEMAS CON EL SERVICIO QUE ELLOS NOS BRINDAN
QDTxRl72rpMh	MP	Hombre	5	LO QUE PASA ES QUE SOLO PODEMOS COMUNICARNOS A TRAVÉS DE INTERNET, Y LA COMUNICACIÓN DE INTERNET NO ES MUY COMPLETA ES MUY LENTA PARA LO QUE ESTAMOS PAGANDO.
yLiOqE6YUjwc	MP	Mujer	5	POR QUE EL SERVICIO NO ES BUENO, POR QUE ES MUY LENTO, EL INTERNET ES MUY LENTO NO LLEGA BIEN LA SEÑAL.
nchRqUf6OkKm	AV	Mujer	7	PORQUE TIENE UN SERVICIO CONFIABLE SIN INTERRUPCIONES Y DE BUENA CALIDAD Y LA ATENCIÓN CUANDO HE TENIDO ALGUNA SOLICITUD HA SIDO BUENA.
Ih5LX2MoH9md	AP	Hombre	4	POCA COMUNICACIÓN CON LOS EJECUTIVOS PORQUE CUANDO ESCALO PROBLEMAS SE DEMORAN MUCHO EN RESPONDER.
mkjws2bGiQGw	AV	Hombre	7	PORQUE TENEMOS BUENOS TIEMPOS DE RESPUESTAS, EL SERVICIO ES ESTABLE, LA ATENCIÓN POS VENTAS ES BUENA. NO TENEMOS MAYORES INCONVENIENTES DE UN TIPO Y CUANDO HEMOS TENIDO ALGÚN PROBLEMA DE CUALQUIER TIPO, LA SOLUCIÓN ES MUY RÁPIDA. ME REFIERO A QUE SI NECESITAMOS HACER UNA OPERACIÓN SOBRE LOS SERVICIOS LOS CANALES SON RÁPIDOS, SI TENEMOS ALGÚN PROBLEMA Y NECESITAMOS QUE SE RESTAURA ALGO, TAMBIÉN FUNCIONA RÁPIDAMENTE. NO ES MUY BUROCRÁTICO, CUANDO NECESITAMOS SERVICIOS  NUEVOS TAMBIÉN ES RÁPIDO O EL CONTRATO O LO QUE TENGAMOS QUE HACER.
ZYgjF9jtJ2Aw	MasPrem	Hombre	6	POR QUE EN REALIDAD HA ANDADO BIEN, EN REALIDAD TENEMOS PROBLEMAS TÉCNICOS PERO YA ES PROBLEMA DE FIBRA O INTERNET, PERO NO ES COMÚN QUE SE CAIGA, TODO BIEN. EL SERVICIO BUENO, ENSEÑAN LO QUE CORRESPONDE NO HAY PROBLEMAS.
0P28uK85BydD	MP	Mujer	7	POR QUE TIENE BUEN SERVICIO AL CLIENTE, POR QUE TIENE BUEN SISTEMA DE POST VENTA COMUNICACIÓN FÁCIL CON LOS EJECUTIVOS, TIENE SISTEMA ADMINISTRABLE DIGAMOS MAS DIRECTO CON OTRAS EMPRESAS EL TEMA DE LA ADMINISTRACIÓN DE LOS PRODUCTOS TENIA QUE SER DIRECTAMENTE POR EL REPRESENTANTE LEGAL, O HACER CUALQUIER TIPO DE GESTIÓN ERA DEMOROSO.
FHO0FffAqDp6	MasPrem	Hombre	5	POR QUE NO PUEDO MANDAR DATOS DE MI CÁMARA A MI CELULAR, POR QUE ADEMAS HACE POCO ME EQUIVOQUE Y PAGUE UN MES ADELANTADO Y ME CORTARON EL TELÉFONO, POR QUE TENIA UN MES ATRASADO, PAGUE UN MES ADELANTADO Y A PESAR DE ESO POR ERROR ME LO CORTARON ENTONCES TUVE 3 DÍAS SIN SERVICIO DE INTERNET.
EHzSSbo5TAyt	MasPrem	Mujer	6	PORQUE EN ALGUNA OPORTUNIDAD ME QUEDE SIN RED FIJA Y SE DEMORARON UNA SEMANA PARA SOLUCIONARME EL SERVICIO Y ME GENERO MUCHOS PERJUICIOS AL INTERIOR DE LA EMPRESA EN CUANTO A MIS CLIENTES.
YlnGs67Ensuv	MV	Hombre	6	PORQUE TIENE MUCHO PERSONAL EN TERRENO COMO PERSONAL TÉCNICO TIENE RESPUESTA RÁPIDAS PARA SOLUCIONAR LOS PROBLEMAS,LOS PREMIOS SON CONVENIENTES
ZDSqvZ1KMOw7	MasPrem	Mujer	5	PORQUE CUANDO HEMOS TENIDO PROBLEMAS, SE DEMORAN MUCHO EN GESTIONARLOS.
HphfGTTHHaqn	MV	Mujer	6	PORQUE AVECES SE CAE LA LINEA, Y SE CAE EL INTERNET
DMP63YDgPfjz	MV	Hombre	4	PORQUE A VECES TIENE PROBLEMA DE INTERMITENCIA SE CAE EL INTERNET Y LA RESPUESTA ES MUY DEMORADA EL RESPALDO NO ES RÁPIDO
FriJloue9sn7	MasPrem	Mujer	5	PORQUE ES MALO EN CUANTO AL SERVICIO EN CUANTO A QUE LAS EMPRESA TIENE POLÍTICAS MUY ANTIGUAS, Y ADEMAS NO ME DAN SOLUCIONES A MIS NECESIDADES Y ESTOY A PUNTO DE CAMBIARME DE EMPRESA.
OKXAg277hlkH	MP	Mujer	6	"PORQUE NUNCA NADIE RESPONDE AL 100 POR CIENTO Y SIEMPRE HAY ALGÚN PROBLEMA; BAJA LA VELOCIDAD, LA VERDAD EN LA LÍNEA FIJA NO HE TENIDO TANTOS PROBLEMAS COMO DE REPENTE EN LA MÓVIL."
8MVm9P9setwa	MP	Mujer	7	PORQUE TENGO BUENA SEÑAL, TENGO BUENA RAPIDEZ EN CUANTO AL INTERNET, NO TENGO PROBLEMA DE CONECTIVIDAD, NO SE CAE LA SEÑAL, ME HAN SOLUCIONADO LOS PROBLEMAS CUANDO LO NECESITO, CUANDO HE LLAMADO AL SERVICIO AL CLIENTE, ME HAN ATENDIDO RÁPIDO.
VDgBYhMMDDyO	MasPrem	Mujer	6	POR QUE AHORA ESTOS ÚLTIMOS MESES HAN ESTADO CON POCA INFLUENCIA LO QUE ES QUE SE CAE EL TEMA DE LA ANTENA Y AHÍ HAY PROBLEMAS EN LA CONECTIVIDAD.
J7w7N1jWRNX9	AP	Hombre	1	EL SERVICIO, LA ATENCIÓN Y LA RESPUESTA POST-VENTA. EN CUANTO AL SERVICIO MUY MALO ME VENDIERON UN PRODUCTO QUE NO ME FUNCIONA,LO TENGO HACE 8 MESES UNA CENTRAL TELEFÓNICA CON 8 NUMERO Y NO PUEDO OCUPAR NINGUNO Y NO TENGO EL SERVICIO DE ATENCIÓN Y NO PUEDO RECOMENDAR A NADIE QUE LO REPARE ENTONCES ES MALISIMO EL SERVICIO QUE PRESTA ENTEL.
flZVCWldVYL6	MV	Mujer	7	PORQUE NO HAY PROBLEMAS DE CAÍDA O DE QUE EL SERVICIO NO FUNCIONE, ES MUY REGULAR, NO HEMOS TENIDO PROBLEMAS CON ESO EN CUANTO  NINGUNO DE LOS DOS AL INTERNET Y LA TELEFONÍA.
67hoIVQMIet4	AP	Mujer	1	PORQUE NOS VENDIERON UN  SERVICIO QUE NO HAN CUMPLIDO HASTA AHORA,  UNA CENTRAL QUE NO CUMPLE CON LAS CONDICIONES QUE NOS PROMETIERON EN EL CONTRATO, ASOCIADO A LOS PAGOS, PAGO UN SERVICIO QUE NO FUNCIONA
HfwkzluSqj2s	MV	Hombre	3	PORQUE AVECES FALLA EL INTERNET EN EL SECTOR DONDE ESTAMOS UBICADOS LA RED DE CELULARES TAMBIÉN FALLA.
5alowSo9n9sl	MV	Hombre	7	PORQUE HE ESTADO CON VARIAS COMPAÑÍAS, Y LA QUE HA DADO MEJOR SERVICIO HA SIDO ENTEL, INTERNET BANDA ANCHA Y LA RED PRIVADA DE TRANSMISIÓN DE DATOS, Y POR EL BUEN SERVICIO
lp2jKloRa5eZ	MV	Hombre	5	POR QUE DE REPENTE TENEMOS PROBLEMAS DE FACTURACIONES LA SEÑAL A VECES NO ES BUENA Y HAN BAJADO LAS PROMOCIONES DE ACCESO DE TELÉFONO
qARFS5bRoKu5	AP	Hombre	7	PORQUE HA SIDO CONSISTENTE CON SU OFERTA, LA BUENA ATENCIÓN DE PRE-VENTA Y POST-VENTA.
nlwGYHS87vTq	AV	Hombre	6	PORQUE HAN HABIDO ALGUNAS DEMORAN EN REQUERIMIENTOS DE TEC TÉCNICO CREO QUE SE LLAMA, EN CUANTO A TÉRMINOS GENERALES DE CONECTIVIDAD.
qXcDEBFhX3a8	MP	Hombre	2	POR QUE HEMOS TENIDO BASTANTES PROBLEMAS TÉCNICOS Y NO ME HAN DADO SOLUCIÓN A VARIAS. NO CUMPLEN BIEN CON EL SERVICIO.
BFTh2DE6kg2v	AV	Mujer	7	PORQUE TIENE UN BUEN SERVICIO, BUENAS RESPUESTAS Y SI HAY UN DESPERFECTO LO ARREGLAN ENSEGUIDA
VZWXXY60IBP4	AP	Hombre	7	PORQUE RESPONDEN A TODOS LOS REQUERIMIENTOS QUE HEMOS TENIDO E INTENTAN DE MANERA RESPONSABLE DE CUMPLIR CON LO QUE ELLOS OFRECEN.
Nhi2sm1qPdEQ	MP	Hombre	6	PORQUE EL SERVICIO HASTA AHORA HA SIDO BUENO ES DECIR NO TIENE PROBLEMA CON LAS COMUNICACIONES, NI CON LA SEÑAL DE INTERNET.
SJ8Oc3Ctx5bj	MV	Hombre	5	PORQUE NO ES MUY ESTABLE LA CONEXIÓN Y A VECES SE CAE.
lmZuIStIvGw8	MasPrem	Hombre	6	PORQUE DE REPENTE LA BANDA ANCHA ESTA COMO MEDIA LENTA, NO SIEMPRE PERO HAY MOMENTOS QUE DURANTE EL DÍA INCLUSO ESTA COMO MAS LENTA, ESA ES NUESTRA RELACIÓN CON ELLOS, NO HEMOS TENIDO MAS PROBLEMAS.
3HZrvdrpLYhb	AV	Mujer	6	LO QUE PASA ES QUE SOY ADMINISTRADORA HACE POCO, HE TENIDO CONSULTAS Y NO HAN SIDO MUY RÁPIDAS, TAMPOCO PUEDO PONERLE MALA NOTA, PERO NO PUEDO PONERLE MENOS NOTA POR QUE LLEVO POCO COMO ADMINISTRADORA.
wvk1nck6Fijp	MV	Mujer	6	PORQUE HAN HABIDO VECES QUE HEMOS TENIDO PROBLEMA EN QUE SE HA CAIDO INTERNET Y NO LO HAN SOLUCIONADO RAPIDO Y NO DABAN RESPUESTA CUANDO IBA A VOLVER Y PROBLEMAS CON FACTURAS QUE QUERIA PAGAR Y NO APARECIAN EN EL SISTEMA DE ENTEL PORQUE TENIAN PROBLEMAS DE SISTEMA ENTEL Y SI UNO NO PAGA CORTAN EL SISTEMA
Lgyspasp09tg	MasPrem	Hombre	5	NO HAY COMO CONTACTARSE CON LOS EJECUTIVOS. SOLO PERMITE UN ADMINISTRADOR DE CUENTA VÍA INTERNET, DEBEN DE SER MAS.
Iczl3f3goBOO	MV	Hombre	2	"PORQUE PÉSIMA LA GUÍA DE ATENCIÓN AL CLIENTE; NO SE PUEDE HABLAR A SUCURSALES, SOLAMENTE ES POR TELÉFONO Y SE EQUIVOCAN EL FACTURACIÓN Y NO SE PUEDE INGRESAR FÁCILMENTE AL SISTEMA PORQUE ALGUNAS VECES HAY ERROR."
E0FbafJuHgWF	MP	Hombre	7	EL SERVICIO BUENO, NO HEMOS TENIDO PROBLEMAS Y CUANDO HEMOS TENIDO PROBLEMAS LA ATENCIÓN ES MUY BUENA Y LO SOLUCIONO CASI QUE INMEDIATO.
IYe2AqjXLRDm	MasPrem	Hombre	5	PORQUE HE LLAMADO PARA QUE ME VENGAN A ARREGLAR UN PROBLEMA TÉCNICO QUE TENGO CON LOS TELÉFONOS Y HAN DURADO.
Vxzy4PBNakxS	MV	Mujer	6	POR LA INTERNET YA QUE ES MUY LENTA.
ISmnZMinvWby	MP	Hombre	4	"PORQUE LA RELACIÓN PRECIO-SERVICIO NO ES LA OPTIMA; EL SERVICIO DE EL SOPORTE ES LENTO"
cmgMRnXUlHbY	MV	Hombre	7	PORQUE ELLOS SE HAN ACTUALIZADO MUCHO, HAN IMPLEMENTADO ALTA TECNOLOGÍA, TIENEN ALTA SEGURIDAD, RESPONDEN LOS REQUERIMIENTOS, LA OFICINA COMERCIAL ESTÁ AL NIVEL DE SUS CLIENTES.
lHn1jykXpUKT	AP	Mujer	7	PORQUE NO HEMOS TENIDO NINGÚN PROBLEMA HASTA EL MOMENTO. (NO DA MÁS INFORMACIÓN).
AjBuOLFlXJ47	MP	Hombre	4	PORQUE TENGO PROBLEMAS CON TELEFONÍA, NO SE HAN CONTACTADO TELEFÓNICAMENTE CON NOSOTROS, LA EJECUTIVA TAMPOCO APARECE POR NINGÚN LADO.
C42xD7sPv5fT	MP	Mujer	7	POR QUE NO TENGO PROBLEMAS, FUNCIONA BIEN Y A MI ME FUNCIONA BIEN, NO TENGO PROBLEMAS DE LLAMADO, TAMPOCO SE ME CAE EL INTERNET
pNv1JdDKDA8l	AV	Mujer	6	PORQUE NADA ES PERFECTO
Q7PzeV5LJzhf	MasPrem	Hombre	5	POR PROBLEMAS DE CONECTIVIDAD AVECES, PERO ASPECTO POSITIVO LA RESPUESTA EN EL MOMENTO.
0yKQAaRu456Z	MP	Hombre	7	PORQUE ESTOY CONTENTO CON LOS SERVICIOS QUE ESTOY PAGANDO
YZJOngSQq8UC	MV	Hombre	2	PORQUE HEMOS TENIDO PROBLEMAS DESDE QUE INICIAMOS CON ELLOS, NO LA HEMOS CAMBIADO PORQUE AHORITA HAY UN PROBLEMA CON ROAMING HACE POCO, UN PROBLEMA DE CELULARES, ESTAMOS TRATANDO DE DEJAR ESA EMPRESA, NOS COBRARON POR 20 CANALES Y AL FINAL ERAN 4 CANALES, DESPUÉS HUBO PROBLEMAS, NOS PUSIERON TELÉFONOS CELULAR ALAMBRICOS, VINIERON A CAMBIARLOS Y NOS COBRARON LA CENTRAL TELEFONICA.
RDYZfP0d80Oy	MasPrem	Mujer	7	PORQUE NO TENGO PROBLEMA (NO DA MÁS INFORMACIÓN)
lCk8M9EzEPuo	AP	Mujer	7	PORQUE ES UN BUEN SERVICIO AL SERVICIO CONTRATADO
hNweSxX6pXx9	MV	Hombre	6	POR QUE ES BUENO SERVICIO, POR QUE ME OFRECE TODO LO QUE NECESITO.
Ij7m7IHCziq3	AV	Hombre	7	PORQUE SIEMPRE CUMPLE CON TODOS LOS REQUERIMIENTOS QUE TENEMOS EN LA EMPRESA
smp2pWFzTRkN	MV	Mujer	4	PORQUE EL DEPARTAMENTO POS VENTA JAMAS DA RESPUESTA, CAMBIAN LOS EJECUTIVOS CADA VEZ QUE UNO ESCRIBE Y LE ESCRIBE OTRO, TENGO COMO 7 CORREOS DE PERSONAS DISTINTAS.
2c4UHQBJqlS3	AV	Mujer	6	PORQUE HA SIDO BUENO, LAS COMUNICACIÓN ES FÁCIL Y NUNCA SE CAE EL INTERNET, ESTAMOS CONTENTOS APARTE ES FÁCIL DE ACCEDER TAMBIÉN Y ME CONTESTAN RÁPIDO LAS EJECUTIVAS.
nCsTciyRbVbs	AP	Hombre	6	POR ATRASO DE SERVICIO EN CUANTO A TIEMPOS
3VaQCSbl4jvE	MasPrem	Mujer	7	PORQUE NO ME FALLAN EN GENERAL TODOS LOS PRODUCTOS QUE TENEMOS CONTRATADOS CON ELLOS, NO ME FALLA LA CONECTIVIDAD, O SI LLEGARA A HABER ALGÚN PROBLEMA, LOS TÉCNICOS LLEGAN SÚPER RÁPIDO.
vJf1q3Ptn8NR	AP	Hombre	6	PORQUE NO TIENEN LA EXCELENCIA TODAVÍA (SE LE INDAGA, PERO NO DESEA DAR MAS INFORMACIÓN)
8Re1TVEJg3jd	AP	Mujer	6	PORQUE NOS HAN CUMPLIDO EN TODOS LO REQUERIMIENTOS A VECES EN TIEMPO DE PROCESAMIENTO Y RESPUESTA ES UN POCO  LENTO PERO ES PARTE DE LO ADMINISTRATIVO
mndAOXsO4Fn8	MP	Mujer	6	PORQUE SIEMPRE PUEDE SER MEJOR EN CUANTO A LA CALIDAD DEL SERVICIO. (NO DA MÁS INFORMACIÓN).
GGAScaTBko8S	MP	Hombre	6	POR QUE NO HE TENIDO PROBLEMAS, ADEMÁS DE ESO ES ESTABLE.
ackVUvb2bVdn	MasPrem	Hombre	4	PORQUE EL INTERNET EN MI SECTOR ES BAJO, ESTA EN 40 MEGAS, ENTONCES VOY A CAMBIARLO DE HECHO, NO TIENE MAS PORQUE FÍSICAMENTE NO SE PUEDE MAS, LA FIBRA ÓPTICA QUE TIENEN ES DE 40 MEGAS, Y ADEMAS EL CALL CENTER ES MALO HE LLAMADO Y NO ME HAN ATENDIDO.
NCQr3bnOWjc0	MP	Mujer	3	LA ATENCIÓN ES MALA EN CUANTO A QUE SE DEMORAN, LLEVAMOS 3 AÑOS TRATANDO DE CONTRATAR SERVICIOS O EXPANDIR LOS SERVICIO, EL SERVICIO DE RESPUESTA EN LINEA TIENEN UNA RESPUESTA EXTREMADAMENTE LENTA, NOS HAN CAMBIADO 3 VECES DE SISTEMA Y TODAVÍA NO LOGRAMOS HACER QUE FUNCIONE RÁPIDO, SIEMPRE NOS HACEN UN DIAGNOSTICO Y TERMINANDO PAGAMOS MÁS Y A LAS 2 O 3 SEMANAS VOLVEMOS A PRESENTAR LA MISMAS FALLAS ESTO TIENE QUE VER CON LA INTERMITENCIA EN LA SEÑAL A PESAR DE QUE CONTRATAMOS UN INTERNET DEDICADO CON FIBRA CON INTERNET DEDICADO Y ASÍ TODO TENEMOS INTERMITENCIA NO HAY LA CANTIDAD DE FLUJO DE DATOS, EN ULTIMA RESPUESTA QUE NOS DIERON NOS RE EVALUARON PARA VENDERNOS MÁS DATOS Y MÁS CAPACIDAD SITUACIÓN QUE SE VIENE MANTENIENDO HACE 1 AÑO Y YA EL PLAN OFICIAL QUE SUPUESTAMENTE NOS IBA A CUBRIR TODAS LAS NECESIDADES NO LAS CUBRE Y VAMOS AUMENTANDO EL DOBLE O EL TRIPLE DE LA TASA QUE TENÍAMOS CONTRATADA
kyTBZ9RvD7DA	MasPrem	Hombre	6	PORQUE ESTAMOS BIEN PERO SIEMPRE SE PUEDE ESTAR MEJOR
XGfOA8810zuQ	MV	Hombre	6	PORQUE PODRÍA TENER COMO UN INTERNET COMO MAS VELOZ, QUE TUVIERAN COMO PRODUCTO UN SERVICIO MAS VELOZ.
5Y39JFAZMBbW	MP	Hombre	5	PORQUE HE TENIDO PROBLEMAS EN ALGUNOS LUGARES CON LA LLEGADA DE LA VOZ, (NO DA MÁS INFORMACIÓN)
c6sTrKPPA7fZ	MasPrem	Hombre	6	"POR EL PRECIO; SE ENCUENTRA UN POCO ELEVADO EL COSTO."
b5RmoxYTDTVY	AV	Mujer	6	LO QUE PASA ES QUE DE REPENTE LA SEÑAL SE VA, UNO TRATA DE LLAMAR POR ALGÚN PROBLEMA Y SE DEMORA LA ATENCIÓN, PERO NADA MAS POR ESO.
X3nZF6wiI6NU	MV	Hombre	3	PORQUE EL SERVICIO POST VENTA ES MALISIMO, CUESTA COMUNICARSE, LA PÁGINA NO ES AMIGABLE, NO ES SIMPLE, ES MUY FÁCIL ABRIR UN NEGOCIO ES COMPLICADO CERRARLO
NcVEuUIZklo6	MasPrem	Mujer	7	PORQUE NO FALLA EN CUANTO AL SERVICIO  QUE PRESTA ENTEL.
aUJ8wCfMCdJ2	MV	Hombre	7	NO HE TENIDO MAYOR PROBLEMA CON EL INTERNET, NO SE CAE Y ES BUENO EN SENTIDO DE VELOCIDAD Y NO HE SUFRIDO DE CAÍDAS DE INTERNET.
GzF79i7OXtYP	MasPrem	Mujer	1	POR QUE EL INTERNET FUNCIONA MUY MAL Y HEMOS LLAMADO MUCHAS VECES Y NO TIENEN RÁPIDO RESPUESTA DE IR A LA OFICINA PODER RESTABLECER QUE ES LO QUE ESTA FALLANDO.
yVhfLp3FqHWf	AP	Hombre	5	POR QUE HEMOS TENIDO ALGUNOS PROBLEMAS DE SOPORTE.
Epp86Xvnosg3	Mas	Hombre	7	PORQUE NO TENGO PROBLEMAS CON ELLOS (NO DA MAS INFORMACIÓN)
Yv6GxthFN9A7	MV	Mujer	5	PORQUE YO DIGO QUE SIEMPRE SE PUEDE MEJORAR LA ATENCIÓN O EL SERVICIO EN CUANTO ALA VELOCIDAD DEL INTERNET O LA CANTIDAD DE CAPACIDADES Y MUCHAS COSAS.
XRMVszW6L9z6	MV	Mujer	5	POR EL SERVICIO POST VENTA DE ENTEL NO ES BUENO EN CUANTO A CUANDO SE INSTALO TUVE MUCHOS PROBLEMAS
bIwNBJjneQHA	AP	Mujer	6	PORQUE HEMOS TENIDO INTERRUPCIÓN EN EL SISTEMA EN ALGUNAS OCASIONES Y ES UN SISTEMA PARA PARA TRASMISIÓN DE DATOS QUE ES DINERO, ME HA DEJADO SATISFECHA QUE RESPONDEN MEDIANAMENTE RÁPIDO.
yqrlea041b3r	MP	Mujer	6	PORQUE ESTOY UN 90 POR CIENTO DE ACUERDO CON TODO LO QUE ME ENTREGAN YA QUE CUANDO TENGO UN PROBLEMA ME LO TRATAN DE SOLUCIONAR LO ANTES POSIBLE
4mhTNlmXP6Fu	Mas	Hombre	7	PORQUE NO HE TENIDO NINGÚN PROBLEMA CON LO QUE TENGO CONTRATADO EN ENTEL, EN CUANTO AL INTERNET  Y TAMPOCO CON EL TELÉFONO.
YKxE6bXBcm7W	MV	Hombre	5	PORQUE HAY PROBLEMAS,  CAÍDAS DE RED
JANs5ufEwEG6	AV	Mujer	6	LA DEMORA EN GENERAL DE LOS SERVICIOS, SE DEMORA MUCHO EN REVISAR LA FACTIBILIDAD Y DESPUÉS EN INSTALAR (NO DIO MAS INFORMACIÓN)
J03oTaSEKs22	MV	Mujer	5	POR QUE ES PÉSIMO SERVICIO, EN CUANTO A EL SERVICIO CLÍNICO, CUANDO HABLAMOS POR TELÉFONO, CUANDO ADQUIRÍ UN PLAN CON ELLOS, ME FACTURARON DOS VECES EL MISMO PLAN, ADEMÁS LOS EJECUTIVOS PÉSIMA LA ATENCIÓN, TE MANDAN OFERTAS Y FINALMENTE HACEN LO QUE ELLOS QUIEREN, POR QUE TE OFRECEN UN SERVICIO Y FINALMENTE TE ENTREGAN OTRA COSA QUE NO ES LO QUE TU QUERÍAS. FINALMENTE ME QUEDÉ CON ELLOS POR QUE YA TENÍAMOS LA CUENTA CON ELLOS Y LOS NÚMEROS DE TELÉFONO Y COMO ES EMPRESA ES COMPLICADO CAMBIAR LOS NÚMEROS DE TELÉFONO PARA QUE LOS TENGAN LOS CLIENTES.
8g04Huwfu36c	AV	Hombre	7	POR QUE ES BUEN SERVICIO, EN LA ENTREGA DE LO QUE NOS OFRECEN Y LO QUE NOS ENTREGAN.
cedmLEpFpoGd	MV	Mujer	6	PORQUE DE REPENTE ES UN POCO LENTO EL SISTEMA, EL INTERNET.
tv7oqIOjf8Qz	AP	Mujer	6	LES FALTA FIDELIZACIÓN, LO BUENO HA SIDO QUE LOS EQUIPOS NO SE CAEN.
DJkypyYaPfP3	MV	Hombre	6	POR QUE A VECES HE TENIDO ALGUNOS PROBLEMAS Y ME HA COSTADO MUCHO COMUNICARME.
MAA9QCOrXga2	MV	Hombre	5	POR MUCHOS PROBLEMAS, HAY MUCHAS FALLAS, ES QUE SE CORTA LA FIBRA ÓPTICA, HA TENIDO CAÍDAS, ESTUVE SIN INTERNET UNA VEZ, EL SERVICIO TÉCNICO ES LENTO EN CUANTO A LA RESPUESTA, SON PRONTOS PARA COBRAR NADA MAS, CUANDO TIENEN QUE COBRAR SON RÁPIDOS.
wN98exe55k01	MasPrem	Mujer	3	POR QUE NO ES BUENO SERVICIO, POR QUE TE DICEN QUE TE COBRAN ALGO Y TE COBRAN DESPUÉS OTRO MONTO DIFERENTE.
sWwQmg4eKsvF	AP	Mujer	6	POR QUE CREO QUE ESTÁN MUY CAROS LOS SERVICIOS, ESTOY PENSANDO EN CAMBIARME, ESTA MUY CARO.
HV2Gy05MdLjI	MasPrem	Mujer	6	PORQUE EN GENERAL EL SERVICIO ES BUENO, PERO TENEMOS CORTES EN LA CALLE Y NOS QUEDAMOS SIN SERVICIOS.
XVQaMiDKwXt0	MP	Mujer	6	A VECES POR LA ENTREGA DE SERVICIO NO ES MUY BUENA EN EL SECTOR DONDE ESTOY CON EL INTERNET BASICAMENTE ES DE FRECUENCIA BAJA DE VELOCIDAD NOS CAMBIAMOS DE DOMICILIARIO A EMPRESAS Y AUN ASI EL INTERNET NO ES TAN BUENO COMO ESPERABAMOS A VECES SE VA LA SEÑAL
